"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"PANX1","protein_coding","ENSG00000110218","The protein encoded by this gene belongs to the innexin family. Innexin family members are the structural components of gap junctions. This protein and pannexin 2 are abundantly expressed in central nerve system (CNS) and are coexpressed in various neuronal populations. Studies in Xenopus oocytes suggest that this protein alone and in combination with pannexin 2 may form cell type-specific gap junctions with distinct properties. [provided by RefSeq, Jul 2008]"
"NDUFS8","protein_coding","ENSG00000110717","This gene encodes a subunit of mitochondrial NADH:ubiquinone oxidoreductase, or Complex I, a multimeric enzyme of the respiratory chain responsible for NADH oxidation, ubiquinone reduction, and the ejection of protons from mitochondria. The encoded protein is involved in the binding of two of the six to eight iron-sulfur clusters of Complex I and, as such, is required in the electron transfer process. Mutations in this gene have been associated with Leigh syndrome. [provided by RefSeq, Mar 2010]"
"PRDM4","protein_coding","ENSG00000110851","The protein encoded by this gene is a transcription factor of the PR-domain protein family. It contains a PR-domain and multiple zinc finger motifs. Transcription factors of the PR-domain family are known to be involved in cell differentiation and tumorigenesis. An elevated expression level of this gene has been observed in PC12 cells treated with nerve growth factor, beta polypeptide (NGF). This gene is located in a chromosomal region that is thought to contain tumor suppressor genes. [provided by RefSeq, Jul 2008]"
"CSRNP2","protein_coding","ENSG00000110925","The protein encoded by this gene belongs to the CSRNP family of nuclear proteins that share conserved regions, including cysteine- and serine- rich regions, a basic domain, a transcriptional activation domain, and bind the sequence 'AGAGTG', thus have the hallmark of transcription factors. Studies in mice suggest that these genes may have redundant functions. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2011]"
"CAMKK2","protein_coding","ENSG00000110931","The product of this gene belongs to the Serine/Threonine protein kinase family, and to the Ca(2+)/calmodulin-dependent protein kinase subfamily. The major isoform of this gene plays a role in the calcium/calmodulin-dependent (CaM) kinase cascade by phosphorylating the downstream kinases CaMK1 and CaMK4. Protein products of this gene also phosphorylate AMP-activated protein kinase (AMPK). This gene has its strongest expression in the brain and influences signalling cascades involved with learning and memory, neuronal differentiation and migration, neurite outgrowth, and synapse formation. Alternative splicing results in multiple transcript variants encoding distinct isoforms. The identified isoforms differ in their ability to undergo autophosphorylation and to phosphorylate downstream kinases. [provided by RefSeq, Jul 2012]"
"BCL7A","protein_coding","ENSG00000110987","This gene is directly involved, with Myc and IgH, in a three-way gene translocation in a Burkitt lymphoma cell line. As a result of the gene translocation, the N-terminal region of the gene product is disrupted, which is thought to be related to the pathogenesis of a subset of high-grade B cell non-Hodgkin lymphoma. The N-terminal segment involved in the translocation includes the region that shares a strong sequence similarity with those of BCL7B and BCL7C. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"VPS29","protein_coding","ENSG00000111237","This gene belongs to a group of vacuolar protein sorting (VPS) genes that, when functionally impaired, disrupt the efficient delivery of vacuolar hydrolases. The protein encoded by this gene is a component of a large multimeric complex, termed the retromer complex, which is involved in retrograde transport of proteins from endosomes to the trans-Golgi network. This VPS protein may be involved in the formation of the inner shell of the retromer coat for retrograde vesicles leaving the prevacuolar compartment. Alternative splice variants encoding different isoforms and representing non-protein coding transcripts have been found for this gene. [provided by RefSeq, Aug 2013]"
"KRR1","protein_coding","ENSG00000111615","Enables RNA binding activity. Predicted to be involved in rRNA processing. Located in chromosome; intercellular bridge; and nuclear lumen. [provided by Alliance of Genome Resources, Apr 2022]"
"SUDS3","protein_coding","ENSG00000111707","SDS3 is a subunit of the histone deacetylase (see HDAC1; MIM 601241)-dependent SIN3A (MIM 607776) corepressor complex (Fleischer et al., 2003 [PubMed 12724404]).[supplied by OMIM, Mar 2008]"
"CMAS","protein_coding","ENSG00000111726","This gene encodes an enzyme that converts N-acetylneuraminic acid (NeuNAc) to cytidine 5'-monophosphate N-acetylneuraminic acid (CMP-NeuNAc). This process is important in the formation of sialylated glycoprotein and glycolipids. This modification plays a role in cell-cell communications and immune responses. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]"
"NCOA7","protein_coding","ENSG00000111912","Enables nuclear receptor binding activity and nuclear receptor coactivator activity. Involved in positive regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"RNF8","protein_coding","ENSG00000112130","The protein encoded by this gene contains a RING finger motif and an FHA domain. This protein has been shown to interact with several class II ubiquitin-conjugating enzymes (E2), including UBE2E1/UBCH6, UBE2E2, and UBE2E3, and may act as an ubiquitin ligase (E3) in the ubiquitination of certain nuclear proteins. This protein is also known to play a role in the DNA damage response and depletion of this protein causes cell growth inhibition and cell cycle arrest. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2012]"
"FBXO9","protein_coding","ENSG00000112146","This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class. Alternative splicing of this gene generates at least 3 transcript variants diverging at the 5' terminus. [provided by RefSeq, Jul 2008]"
"B3GAT2","protein_coding","ENSG00000112309","The product of this gene is a transmembrane protein belonging to the glucuronyltransferase family, and catalyzes the transfer of a beta-1,3 linked glucuronic acid to a terminal galactose in different glycoproteins or glycolipids containing a Gal-beta-1-4GlcNAc or Gal-beta-1-3GlcNAc residue. The encoded protein is involved in the synthesis of the human natural killer-1 (HNK-1) carbohydrate epitope, a sulfated trisaccharide implicated in cellular migration and adhesion in the nervous system. [provided by RefSeq, Jul 2008]"
"ZBTB24","protein_coding","ENSG00000112365","Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within hematopoietic progenitor cell differentiation. Predicted to be located in nucleus. Implicated in immunodeficiency-centromeric instability-facial anomalies syndrome 2. [provided by Alliance of Genome Resources, Apr 2022]"
"BYSL","protein_coding","ENSG00000112578","Bystin is expressed as a 2-kb major transcript and a 3.6-kb minor transcript in SNG-M cells and in human trophoblastic teratocarcinoma HT-H cells. Protein binding assays determined that bystin binds directly to trophinin and tastin, and that binding is enhanced when cytokeratins 8 and 18 are present. Immunocytochemistry of HT-H cells showed that bystin colocalizes with trophinin, tastin, and the cytokeratins, suggesting that these molecules form a complex in trophectoderm cells at the time of implantation. Using immunohistochemistry it was determined that trophinin and bystin are found in the placenta from the sixth week of pregnancy. Both proteins were localized in the cytoplasm of the syncytiotrophoblast in the chorionic villi and in endometrial decidual cells at the uteroplacental interface. After week 10, the levels of trophinin, tastin, and bystin decreased and then disappeared from placental villi. [provided by RefSeq, Jul 2008]"
"DNPH1","protein_coding","ENSG00000112667","This gene was identified on the basis of its stimulation by c-Myc protein. The latter is a transcription factor that participates in the regulation of cell proliferation, differentiation, and apoptosis. The exact function of this gene is not known but studies in rat suggest a role in cellular proliferation and c-Myc-mediated transformation. Two alternative transcripts encoding different proteins have been described. [provided by RefSeq, Jul 2008]"
"NNT","protein_coding","ENSG00000112992","This gene encodes an integral protein of the inner mitochondrial membrane. The enzyme couples hydride transfer between NAD(H) and NADP(+) to proton translocation across the inner mitochondrial membrane. Under most physiological conditions, the enzyme uses energy from the mitochondrial proton gradient to produce high concentrations of NADPH. The resulting NADPH is used for biosynthesis and in free radical detoxification. [provided by RefSeq, Sep 2016]"
"MRPS27","protein_coding","ENSG00000113048","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that may be a functional partner of the death associated protein 3 (DAP3). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2013]"
"PFDN1","protein_coding","ENSG00000113068","This gene encodes a member of the prefoldin beta subunit family. The encoded protein is one of six subunits of prefoldin, a molecular chaperone complex that binds and stabilizes newly synthesized polypeptides, thereby allowing them to fold correctly. The complex, consisting of two alpha and four beta subunits, forms a double beta barrel assembly with six protruding coiled-coils. [provided by RefSeq, Jul 2008]"
"APBB3","protein_coding","ENSG00000113108","The protein encoded by this gene is a member of the APBB protein family. It is found in the cytoplasm and binds to the intracellular domain of the Alzheimer's disease beta-amyloid precursor protein (APP) as well as to other APP-like proteins. It is thought that the protein encoded by this gene may modulate the internalization of APP. Multiple transcript variants encoding several different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"CERT1","protein_coding","ENSG00000113163","This gene encodes a kinase that specifically phosphorylates the N-terminal region of the non-collagenous domain of the alpha 3 chain of type IV collagen, known as the Goodpasture antigen. Goodpasture disease is the result of an autoimmune response directed at this antigen. One isoform of this protein is also involved in ceramide intracellular transport. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"RAD1","protein_coding","ENSG00000113456","This gene encodes a component of a heterotrimeric cell cycle checkpoint complex, known as the 9-1-1 complex, that is activated to stop cell cycle progression in response to DNA damage or incomplete DNA replication. The 9-1-1 complex is recruited by RAD17 to affected sites where it may attract specialized DNA polymerases and other DNA repair effectors. Alternatively spliced transcript variants of this gene have been described. [provided by RefSeq, Jan 2009]"
"PPP2CA","protein_coding","ENSG00000113575","This gene encodes the phosphatase 2A catalytic subunit. Protein phosphatase 2A is one of the four major Ser/Thr phosphatases, and it is implicated in the negative control of cell growth and division. It consists of a common heteromeric core enzyme, which is composed of a catalytic subunit and a constant regulatory subunit, that associates with a variety of regulatory subunits. This gene encodes an alpha isoform of the catalytic subunit. [provided by RefSeq, Jul 2008]"
"UNC5A","protein_coding","ENSG00000113763","UNC5A belongs to a family of netrin-1 (MIM 601614) receptors thought to mediate the chemorepulsive effect of netrin-1 on specific axons. For more information on UNC5 proteins, see UNC5C (MIM 603610).[supplied by OMIM, Apr 2004]"
"NIT2","protein_coding","ENSG00000114021","Enables omega-amidase activity. Involved in asparagine metabolic process; glutamine metabolic process; and oxaloacetate metabolic process. Located in centrosome and cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"PCCB","protein_coding","ENSG00000114054","The protein encoded by this gene is a subunit of the propionyl-CoA carboxylase (PCC) enzyme, which is involved in the catabolism of propionyl-CoA. PCC is a mitochondrial enzyme that probably acts as a dodecamer of six alpha subunits and six beta subunits. This gene encodes the beta subunit of PCC. Defects in this gene are a cause of propionic acidemia type II (PA-2). Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, May 2010]"
"SLC41A3","protein_coding","ENSG00000114544","Predicted to enable cation transmembrane transporter activity. Predicted to be involved in cation transmembrane transport. Located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"PODXL2","protein_coding","ENSG00000114631","This gene is a member of the CD34 family of cell surface transmembrane proteins, which are characterized by an N-terminal extracellular mucin domain, globular and stalk domains, a single pass transmembrane region, and a charged cytoplasmic tail. The encoded protein is a ligand for vascular selectins. [provided by RefSeq, Oct 2012]"
"MRPL3","protein_coding","ENSG00000114686","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein that belongs to the L3P ribosomal protein family. A pseudogene corresponding to this gene is found on chromosome 13q. [provided by RefSeq, Jul 2008]"
"VIPR1","protein_coding","ENSG00000114812","This gene encodes a receptor for vasoactive intestinal peptide, a small neuropeptide. Vasoactive intestinal peptide is involved in smooth muscle relaxation, exocrine and endocrine secretion, and water and ion flux in lung and intestinal epithelia. Its actions are effected through integral membrane receptors associated with a guanine nucleotide binding protein which activates adenylate cyclase. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]"
"SPCS1","protein_coding","ENSG00000114902","Predicted to enable peptidase activity and ribosome binding activity. Involved in viral protein processing and virion assembly. Is integral component of endoplasmic reticulum membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"SLC4A3","protein_coding","ENSG00000114923","The protein encoded by this gene is a plasma membrane anion exchange protein. The encoded protein has been found in brain, heart, kidney, small intestine, and lung. [provided by RefSeq, May 2016]"
"ACTR3","protein_coding","ENSG00000115091","The specific function of this gene has not yet been determined; however, the protein it encodes is known to be a major constituent of the ARP2/3 complex. This complex is located at the cell surface and is essential to cell shape and motility through lamellipodial actin assembly and protrusion. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Mar 2013]"
"DNAJC27","protein_coding","ENSG00000115137","Predicted to enable GTPase activity. Predicted to be involved in intracellular protein transport and positive regulation of MAPK cascade. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"NRBP1","protein_coding","ENSG00000115216","Predicted to enable protein homodimerization activity. Involved in endoplasmic reticulum to Golgi vesicle-mediated transport. Located in endomembrane system. [provided by Alliance of Genome Resources, Apr 2022]"
"RTN4","protein_coding","ENSG00000115310","This gene belongs to the family of reticulon encoding genes. Reticulons are associated with the endoplasmic reticulum, and are involved in neuroendocrine secretion or in membrane trafficking in neuroendocrine cells. The product of this gene is a potent neurite outgrowth inhibitor which may also help block the regeneration of the central nervous system in higher vertebrates. Alternatively spliced transcript variants derived both from differential splicing and differential promoter usage and encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
"LANCL1","protein_coding","ENSG00000115365","This gene encodes a loosely associated peripheral membrane protein related to the LanC family of bacterial membrane-associated proteins involved in the biosynthesis of antimicrobial peptides. This protein may play a role as a peptide-modifying enzyme component in eukaryotic cells. Previously considered a member of the G-protein-coupled receptor superfamily, this protein is now in the LanC family. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Nov 2008]"
"TXNDC9","protein_coding","ENSG00000115514","The protein encoded by this gene is a member of the thioredoxin family. The exact function of this protein is not known but it is associated with cell differentiation. [provided by RefSeq, Jul 2008]"
"COQ10B","protein_coding","ENSG00000115520","Predicted to enable ubiquinone binding activity. Predicted to be involved in cellular respiration and ubiquinone biosynthetic process. Predicted to be located in mitochondrial inner membrane. Predicted to be active in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"CHST10","protein_coding","ENSG00000115526","This protein encoded by this gene transfers sulfate to the C-3 hydroxyl of terminal glucuronic acid of protein- and lipid-linked oligosaccharides. This protein was first identified as a sulfotransferase that acts on the human natural killer-1 (HNK-1) glycan; HNK-1 is a carbohydrate involved in neurodevelopment and synaptic plasticity.[provided by RefSeq, Feb 2011]"
"ZNF142","protein_coding","ENSG00000115568","The protein encoded by this gene belongs to the Kruppel family of C2H2-type zinc finger proteins. It contains 31 C2H2-type zinc fingers and may be involved in transcriptional regulation. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jan 2013]"
"PLEKHB2","protein_coding","ENSG00000115762","Enables phosphatidylinositol-3,4,5-trisphosphate binding activity. Predicted to be involved in regulation of cell differentiation. Predicted to be located in recycling endosome membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"ATF2","protein_coding","ENSG00000115966","This gene encodes a transcription factor that is a member of the leucine zipper family of DNA binding proteins. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions This protein binds to the cAMP-responsive element (CRE), an octameric palindrome. It forms a homodimer or a heterodimer with c-Jun and stimulates CRE-dependent transcription. This protein is also a histone acetyltransferase (HAT) that specifically acetylates histones H2B and H4 in vitro; thus it may represent a class of sequence-specific factors that activate transcription by direct effects on chromatin components. The encoded protein may also be involved in cell's DNA damage response independent of its role in transcriptional regulation. Several alternatively spliced transcript variants have been found for this gene [provided by RefSeq, Jan 2014]"
"AAK1","protein_coding","ENSG00000115977","This gene encodes a member of the SNF1 subfamily of serine/threonine protein kinases. Adaptor-related protein complex 2 (AP-2 complexes) functions during receptor-mediated endocytosis to trigger clathrin assembly, interact with membrane-bound receptors, and recruit encodytic accessory factors. The encoded protein interacts with and phosphorylates a subunit of the AP-2 complex, which promotes binding of AP-2 to sorting signals found in membrane-bound receptors and subsequent receptor endocytosis. Its kinase activity is stimulated by clathrin. This kinase has been shown to play an important role in regulating the clathrin-mediated endocytosis of the rabies virus, facilitating infection. Inhibitors of this kinase are being studied as candidate therapeutics to disrupt the entry of viruses, including SARS-CoV-2, into target cells. It is also involved in positive regulation of Notch pathway signaling in mammals. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Aug 2020]"
"PLEKHA3","protein_coding","ENSG00000116095","Enables identical protein binding activity and phosphatidylinositol-4-phosphate binding activity. Predicted to be involved in ceramide transport and intermembrane lipid transfer. Located in Golgi apparatus. [provided by Alliance of Genome Resources, Apr 2022]"
"DNAJC16","protein_coding","ENSG00000116138","Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"FAM20B","protein_coding","ENSG00000116199","Enables phosphotransferase activity, alcohol group as acceptor. Predicted to be involved in proteoglycan biosynthetic process. Located in Golgi apparatus and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"QSOX1","protein_coding","ENSG00000116260","This gene encodes a protein that contains domains of thioredoxin and ERV1, members of two long-standing gene families. The gene expression is induced as fibroblasts begin to exit the proliferative cycle and enter quiescence, suggesting that this gene plays an important role in growth regulation. Two transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"LAMTOR2","protein_coding","ENSG00000116586","The product of this gene is highly conserved with a mouse protein associated with the cytoplasmic face of late endosomes and lysosomes. The mouse protein interacts with MAPK scaffold protein 1, a component of the mitogen-activated protein kinase pathway. In humans, a mutation in this gene has been associated with a primary immunodeficiency syndrome, and suggests a role for this protein in endosomal biogenesis. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2009]"
"MEF2D","protein_coding","ENSG00000116604","This gene is a member of the myocyte-specific enhancer factor 2 (MEF2) family of transcription factors. Members of this family are involved in control of muscle and neuronal cell differentiation and development, and are regulated by class II histone deacetylases. Fusions of the encoded protein with Deleted in Azoospermia-Associated Protein 1 (DAZAP1) due to a translocation have been found in an acute lymphoblastic leukemia cell line, suggesting a role in leukemogenesis. The encoded protein may also be involved in Parkinson disease and myotonic dystrophy. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2012]"
"DNAJC6","protein_coding","ENSG00000116675","DNAJC6 belongs to the evolutionarily conserved DNAJ/HSP40 family of proteins, which regulate molecular chaperone activity by stimulating ATPase activity. DNAJ proteins may have up to 3 distinct domains: a conserved 70-amino acid J domain, usually at the N terminus, a glycine/phenylalanine (G/F)-rich region, and a cysteine-rich domain containing 4 motifs resembling a zinc finger domain (Ohtsuka and Hata, 2000 [PubMed 11147971]).[supplied by OMIM, Mar 2008]"
"TSNAX","protein_coding","ENSG00000116918","This gene encodes a protein which specifically interacts with translin, a DNA-binding protein that binds consensus sequences at breakpoint junctions of chromosomal translocations. The encoded protein contains bipartite nuclear targeting sequences that may provide nuclear transport for translin, which lacks any nuclear targeting motifs. [provided by RefSeq, Jul 2008]"
"LGALS8","protein_coding","ENSG00000116977","This gene encodes a member of the galectin family. Galectins are beta-galactoside-binding animal lectins with conserved carbohydrate recognition domains. The galectins have been implicated in many essential functions including development, differentiation, cell-cell adhesion, cell-matrix interaction, growth regulation, apoptosis, and RNA splicing. This gene is widely expressed in tumoral tissues and seems to be involved in integrin-like cell interactions. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008]"
"SIPA1L2","protein_coding","ENSG00000116991","This gene encodes a member of the signal-induced proliferation-associated 1 like family. Members of this family contain a GTPase activating domain, a PDZ domain and a C-terminal coiled-coil domain with a leucine zipper. A similar protein in rat acts as a GTPases for the small GTPase Rap. [provided by RefSeq, Sep 2015]"
"SDHB","protein_coding","ENSG00000117118","This tumor suppressor gene encodes the iron-sulfur protein subunit of the succinate dehydrogenase (SDH) enzyme complex which plays a critical role in mitochondria. The SDH enzyme complex is composed of four nuclear-encoded subunits. This enzyme complex converts succinate to fumarate which releases electrons as part of the citric acid cycle, and the enzyme complex additionally provides an attachment site for released electrons to be transferred to the oxidative phosphorylation pathway. The SDH enzyme complex plays a role in oxygen-related gene regulation through its conversion of succinate, which is an oxygen sensor that stabilizes the hypoxia-inducible factor 1 (HIF1) transcription factor. Sporadic and familial mutations in this gene result in paragangliomas, pheochromocytoma, and gastrointestinal stromal tumors, supporting a link between mitochondrial dysfunction and tumorigenesis. Mutations in this gene are also implicated in nuclear type 4 mitochondrial complex II deficiency. [provided by RefSeq, Jun 2022]"
"KLHL12","protein_coding","ENSG00000117153","This gene encodes a member of the KLHL (Kelch-like) family of proteins. This protein has been identified as an autoantigen in the autoimmune disease Sjogren's syndrome and as a potential biomarker in primary biliary cirrhosis. This protein may act as a substrate adaptor of the Cullin-3 ubiquitin ligase complex to promote substrate-specific ubiquitylation. Ubiquitylation by this complex has been shown to regulate the Wnt signaling pathway as well as COPII vesicle coat size. A pseudogene has been identified on chromosome 22. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]"
"RBBP5","protein_coding","ENSG00000117222","This gene encodes a ubiquitously expressed nuclear protein which belongs to a highly conserved subfamily of WD-repeat proteins. The encoded protein binds directly to retinoblastoma protein, which regulates cell proliferation. It interacts preferentially with the underphosphorylated retinoblastoma protein via the E1A-binding pocket B. Three alternatively spliced transcript variants that encode different protein isoforms have been described for this gene. [provided by RefSeq, Jul 2010]"
"KIF17","protein_coding","ENSG00000117245","Predicted to enable microtubule binding activity and plus-end-directed microtubule motor activity. Predicted to be involved in anterograde dendritic transport of neurotransmitter receptor complex and cell projection organization. Predicted to act upstream of or within microtubule-based process; protein-containing complex localization; and vesicle-mediated transport. Predicted to be located in microtubule cytoskeleton. Predicted to be part of intraciliary transport particle B and kinesin complex. Predicted to be active in cilium; microtubule cytoskeleton; and neuron projection. [provided by Alliance of Genome Resources, Apr 2022]"
"UTP25","protein_coding","ENSG00000117597","Enables RNA binding activity. Involved in several processes, including protein catabolic process; protein destabilization; and protein localization to nucleolus. Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"STMN1","protein_coding","ENSG00000117632","This gene belongs to the stathmin family of genes. It encodes a ubiquitous cytosolic phosphoprotein proposed to function as an intracellular relay integrating regulatory signals of the cellular environment. The encoded protein is involved in the regulation of the microtubule filament system by destabilizing microtubules. It prevents assembly and promotes disassembly of microtubules. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2009]"
"STX12","protein_coding","ENSG00000117758","Predicted to enable SNAP receptor activity and SNARE binding activity. Involved in autophagosome assembly; cholesterol efflux; and protein stabilization. Located in several cellular components, including membrane raft; phagocytic vesicle; and phagophore assembly site. Part of SNARE complex. Colocalizes with BLOC-1 complex. [provided by Alliance of Genome Resources, Apr 2022]"
"SLC8A2","protein_coding","ENSG00000118160","Predicted to enable calcium:cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration and calcium:sodium antiporter activity. Predicted to be involved in several processes, including inorganic cation transmembrane transport; learning or memory; and regulation of short-term neuronal synaptic plasticity. Predicted to act upstream of or within several processes, including modulation of chemical synaptic transmission; regulation of action potential firing pattern; and response to ischemia. Part of presynapse. Biomarker of Alzheimer's disease. [provided by Alliance of Genome Resources, Apr 2022]"
"RAB3GAP2","protein_coding","ENSG00000118873","The protein encoded by this gene belongs to the RAB3 protein family, members of which are involved in regulated exocytosis of neurotransmitters and hormones. This protein forms the Rab3 GTPase-activating complex with RAB3GAP1, where it constitutes the regulatory subunit, whereas the latter functions as the catalytic subunit. This gene has the highest level of expression in the brain, consistent with it having a key role in neurodevelopment. Mutations in this gene are associated with Martsolf syndrome.[provided by RefSeq, Oct 2009]"
"RAD23B","protein_coding","ENSG00000119318","The protein encoded by this gene is one of two human homologs of Saccharomyces cerevisiae Rad23, a protein involved in the nucleotide excision repair (NER). This protein was found to be a component of the protein complex that specifically complements the NER defect of xeroderma pigmentosum group C (XP-c) cell extracts in vitro. This protein was also shown to interact with, and elevate the nucleotide excision activity of 3-methyladenine-DNA glycosylase (MPG), which suggested a role in DNA damage recognition in base excision repair. This protein contains an N-terminal ubiquitin-like domain, which was reported to interact with 26S proteasome, and thus this protein may be involved in the ubiquitin mediated proteolytic pathway in cells. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Sep 2011]"
"ABITRAM","protein_coding","ENSG00000119328","Predicted to enable actin filament binding activity and actin monomer binding activity. Predicted to be involved in dendrite morphogenesis; regulation of actin filament polymerization; and regulation of filopodium assembly. Predicted to be located in growth cone. Predicted to be active in several cellular components, including dendrite; filopodium tip; and lamellipodium. [provided by Alliance of Genome Resources, Apr 2022]"
"TRIM32","protein_coding","ENSG00000119401","The protein encoded by this gene is a member of the tripartite motif (TRIM) family. The TRIM motif includes three zinc-binding domains, a RING, a B-box type 1 and a B-box type 2, and a coiled-coil region. The protein localizes to cytoplasmic bodies. The protein has also been localized to the nucleus, where it interacts with the activation domain of the HIV-1 Tat protein. The Tat protein activates transcription of HIV-1 genes. [provided by RefSeq, Jul 2008]"
"RBM18","protein_coding","ENSG00000119446","Predicted to enable RNA binding activity. Located in cytosol; intercellular bridge; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"DCAF4","protein_coding","ENSG00000119599","This gene encodes a WD repeat-containing protein that interacts with the Cul4-Ddb1 E3 ligase macromolecular complex. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2009]"
"AREL1","protein_coding","ENSG00000119682","Enables ubiquitin-protein transferase activity. Involved in negative regulation of apoptotic process; protein ubiquitination; and ubiquitin-dependent protein catabolic process. Located in cytosol. [provided by Alliance of Genome Resources, Apr 2022]"
"SUPT7L","protein_coding","ENSG00000119760","SUPT7L is a protein subunit of the human STAGA complex (SPT3; (MIM 602947)/TAF9 (MIM 600822)/GCN5 (MIM 602301) acetyltransferase complex), which is a chromatin-modifying multiprotein complex (Martinez et al., 2001 [PubMed 11564863]).[supplied by OMIM, Apr 2009]"
"YPEL5","protein_coding","ENSG00000119801","Predicted to enable metal ion binding activity. Predicted to be involved in cell population proliferation. Part of ubiquitin ligase complex. [provided by Alliance of Genome Resources, Apr 2022]"
"FAM98A","protein_coding","ENSG00000119812","Enables protein methyltransferase activity. Involved in positive regulation of cell population proliferation; positive regulation of gene expression; and protein methylation. Predicted to be part of tRNA-splicing ligase complex. [provided by Alliance of Genome Resources, Apr 2022]"
"C10orf88","protein_coding","ENSG00000119965","Predicted to enable identical protein binding activity. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]"
"LRP11","protein_coding","ENSG00000120256","Enables phosphoprotein binding activity. Predicted to act upstream of or within several processes, including response to cold; response to immobilization stress; and response to water deprivation. Predicted to be located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
