"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"PRDX6","protein_coding","ENSG00000117592","The protein encoded by this gene is a member of the thiol-specific antioxidant protein family. This protein is a bifunctional enzyme with two distinct active sites. It is involved in redox regulation of the cell; it can reduce H(2)O(2) and short chain organic, fatty acid, and phospholipid hydroperoxides. It may play a role in the regulation of phospholipid turnover as well as in protection against oxidative injury. [provided by RefSeq, Jul 2008]"
"C1orf54","protein_coding","ENSG00000118292","Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"IFI27L2","protein_coding","ENSG00000119632","Involved in apoptotic process. Located in mitochondrial membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"MLANA","protein_coding","ENSG00000120215","Located in endoplasmic reticulum membrane; melanosome; and trans-Golgi network. [provided by Alliance of Genome Resources, Apr 2022]"
"ELF1","protein_coding","ENSG00000120690","This gene encodes an E26 transformation-specific related transcription factor. The encoded protein is primarily expressed in lymphoid cells and acts as both an enhancer and a repressor to regulate transcription of various genes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2009]"
"TNFRSF10B","protein_coding","ENSG00000120889","The protein encoded by this gene is a member of the TNF-receptor superfamily, and contains an intracellular death domain. This receptor can be activated by tumor necrosis factor-related apoptosis inducing ligand (TNFSF10/TRAIL/APO-2L), and transduces an apoptosis signal. Studies with FADD-deficient mice suggested that FADD, a death domain containing adaptor protein, is required for the apoptosis mediated by this protein. Two transcript variants encoding different isoforms and one non-coding transcript have been found for this gene. [provided by RefSeq, Mar 2009]"
"RAMP3","protein_coding","ENSG00000122679","The protein encoded by this gene is a member of the RAMP family of single-transmembrane-domain proteins, called receptor (calcitonin) activity modifying proteins (RAMPs). RAMPs are type I transmembrane proteins with an extracellular N terminus and a cytoplasmic C terminus. RAMPs are required to transport calcitonin-receptor-like receptor (CRLR) to the plasma membrane. CRLR, a receptor with seven transmembrane domains, can function as either a calcitonin-gene-related peptide (CGRP) receptor or an adrenomedullin receptor, depending on which members of the RAMP family are expressed. In the presence of this (RAMP3) protein, CRLR functions as an adrenomedullin receptor. [provided by RefSeq, Jul 2008]"
"CALD1","protein_coding","ENSG00000122786","This gene encodes a calmodulin- and actin-binding protein that plays an essential role in the regulation of smooth muscle and nonmuscle contraction. The conserved domain of this protein possesses the binding activities to Ca(2+)-calmodulin, actin, tropomyosin, myosin, and phospholipids. This protein is a potent inhibitor of the actin-tropomyosin activated myosin MgATPase, and serves as a mediating factor for Ca(2+)-dependent inhibition of smooth muscle contraction. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2008]"
"CHST3","protein_coding","ENSG00000122863","This gene encodes an enzyme which catalyzes the sulfation of chondroitin, a proteoglycan found in the extracellular matrix and most cells which is involved in cell migration and differentiation. Mutations in this gene are associated with spondylepiphyseal dysplasia and humerospinal dysostosis. [provided by RefSeq, Mar 2009]"
"P4HA1","protein_coding","ENSG00000122884","This gene encodes a component of prolyl 4-hydroxylase, a key enzyme in collagen synthesis composed of two identical alpha subunits and two beta subunits. The encoded protein is one of several different types of alpha subunits and provides the major part of the catalytic site of the active enzyme. In collagen and related proteins, prolyl 4-hydroxylase catalyzes the formation of 4-hydroxyproline that is essential to the proper three-dimensional folding of newly synthesized procollagen chains. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]"
"ACADS","protein_coding","ENSG00000122971","This gene encodes a tetrameric mitochondrial flavoprotein, which is a member of the acyl-CoA dehydrogenase family. This enzyme catalyzes the initial step of the mitochondrial fatty acid beta-oxidation pathway. Mutations in this gene have been associated with short-chain acyl-CoA dehydrogenase (SCAD) deficiency. Alternative splicing results in two variants which encode different isoforms. [provided by RefSeq, Oct 2014]"
"RASSF8","protein_coding","ENSG00000123094","This gene encodes a member of the Ras-assocation domain family (RASSF) of tumor suppressor proteins. This gene is essential for maintaining adherens junction function in epithelial cells and has a role in epithelial cell migration. It is a lung tumor suppressor gene candidate. A chromosomal translocation t(12;22)(p11.2;q13.3) leading to the fusion of this gene and the FBLN1 gene is found in a complex type of synpolydactyly. Multiple alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2011]"
"SLC12A4","protein_coding","ENSG00000124067","This gene encodes a member of the SLC12A transporter family. The encoded protein mediates the coupled movement of potassium and chloride ions across the plasma membrane. This gene is expressed ubiquitously. Multiple alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jan 2013]"
"AHNAK","protein_coding","ENSG00000124942","The protein encoded by this gene is a large (700 kDa) structural scaffold protein consisting of a central domain with 128 aa repeats. The encoded protein may play a role in such diverse processes as blood-brain barrier formation, cell structure and migration, cardiac calcium channel regulation, and tumor metastasis. A much shorter variant encoding a 17 kDa isoform exists for this gene, and the shorter isoform initiates a feedback loop that regulates alternative splicing of this gene. [provided by RefSeq, Oct 2016]"
"VASP","protein_coding","ENSG00000125753","Vasodilator-stimulated phosphoprotein (VASP) is a member of the Ena-VASP protein family. Ena-VASP family members contain an EHV1 N-terminal domain that binds proteins containing E/DFPPPPXD/E motifs and targets Ena-VASP proteins to focal adhesions. In the mid-region of the protein, family members have a proline-rich domain that binds SH3 and WW domain-containing proteins. Their C-terminal EVH2 domain mediates tetramerization and binds both G and F actin. VASP is associated with filamentous actin formation and likely plays a widespread role in cell adhesion and motility. VASP may also be involved in the intracellular signaling pathways that regulate integrin-extracellular matrix interactions. VASP is regulated by the cyclic nucleotide-dependent kinases PKA and PKG. [provided by RefSeq, Jul 2008]"
"AMOT","protein_coding","ENSG00000126016","This gene belongs to the motin family of angiostatin binding proteins characterized by conserved coiled-coil domains and C-terminal PDZ binding motifs. The encoded protein is expressed predominantly in endothelial cells of capillaries as well as larger vessels of the placenta where it may mediate the inhibitory effect of angiostatin on tube formation and the migration of endothelial cells toward growth factors during the formation of new blood vessels. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
"TST","protein_coding","ENSG00000128311","This is one of two neighboring genes encoding similar proteins that each contain two rhodanese domains. The encoded protein is localized to the mitochondria and catalyzes the conversion of thiosulfate and cyanide to thiocyanate and sulfite. In addition, the protein interacts with 5S ribosomal RNA and facilitates its import into the mitochondria. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2012]"
"PODXL","protein_coding","ENSG00000128567","This gene encodes a member of the sialomucin protein family. The encoded protein was originally identified as an important component of glomerular podocytes. Podocytes are highly differentiated epithelial cells with interdigitating foot processes covering the outer aspect of the glomerular basement membrane. Other biological activities of the encoded protein include: binding in a membrane protein complex with Na+/H+ exchanger regulatory factor to intracellular cytoskeletal elements, playing a role in hematopoetic cell differentiation, and being expressed in vascular endothelium cells and binding to L-selectin. [provided by RefSeq, Jul 2008]"
"SMO","protein_coding","ENSG00000128602","The protein encoded by this gene is a G protein-coupled receptor that interacts with the patched protein, a receptor for hedgehog proteins. The encoded protein tranduces signals to other proteins after activation by a hedgehog protein/patched protein complex. [provided by RefSeq, Jul 2010]"
"PALLD","protein_coding","ENSG00000129116","This gene encodes a cytoskeletal protein that is required for organizing the actin cytoskeleton. The protein is a component of actin-containing microfilaments, and it is involved in the control of cell shape, adhesion, and contraction. Polymorphisms in this gene are associated with a susceptibility to pancreatic cancer type 1, and also with a risk for myocardial infarction. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]"
"TEP1","protein_coding","ENSG00000129566","This gene product is a component of the ribonucleoprotein complex responsible for telomerase activity which catalyzes the addition of new telomeres on the chromosome ends. The telomerase-associated proteins are conserved from ciliates to humans. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]"
"NECTIN2","protein_coding","ENSG00000130202","This gene encodes a single-pass type I membrane glycoprotein with two Ig-like C2-type domains and an Ig-like V-type domain. This protein is one of the plasma membrane components of adherens junctions. It also serves as an entry for certain mutant strains of herpes simplex virus and pseudorabies virus, and it is involved in cell to cell spreading of these viruses. Variations in this gene have been associated with differences in the severity of multiple sclerosis. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]"
"APOE","protein_coding","ENSG00000130203","The protein encoded by this gene is a major apoprotein of the chylomicron. It binds to a specific liver and peripheral cell receptor, and is essential for the normal catabolism of triglyceride-rich lipoprotein constituents. This gene maps to chromosome 19 in a cluster with the related apolipoprotein C1 and C2 genes. Mutations in this gene result in familial dysbetalipoproteinemia, or type III hyperlipoproteinemia (HLP III), in which increased plasma cholesterol and triglycerides are the consequence of impaired clearance of chylomicron and VLDL remnants. [provided by RefSeq, Jun 2016]"
"PDLIM4","protein_coding","ENSG00000131435","Enables alpha-actinin binding activity; protein homodimerization activity; and protein phosphatase binding activity. Involved in actin cytoskeleton reorganization. Located in several cellular components, including lamellipodium; perinuclear region of cytoplasm; and stress fiber. Part of filamentous actin. Implicated in osteoporosis. [provided by Alliance of Genome Resources, Apr 2022]"
"TMEM204","protein_coding","ENSG00000131634","C16ORF30 plays a role in cell adhesion and cellular permeability at adherens junctions (Kearsey et al., 2004 [PubMed 15206924]).[supplied by OMIM, Mar 2008]"
"PPP1R1B","protein_coding","ENSG00000131771","This gene encodes a bifunctional signal transduction molecule. Dopaminergic and glutamatergic receptor stimulation regulates its phosphorylation and function as a kinase or phosphatase inhibitor. As a target for dopamine, this gene may serve as a therapeutic target for neurologic and psychiatric disorders. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011]"
"ZNF20","protein_coding","ENSG00000132010","Predicted to enable DNA-binding transcription repressor activity, RNA polymerase II-specific and RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"RAMP1","protein_coding","ENSG00000132329","The protein encoded by this gene is a member of the RAMP family of single-transmembrane-domain proteins, called receptor (calcitonin) activity modifying proteins (RAMPs). RAMPs are type I transmembrane proteins with an extracellular N terminus and a cytoplasmic C terminus. RAMPs are required to transport calcitonin-receptor-like receptor (CRLR) to the plasma membrane. CRLR, a receptor with seven transmembrane domains, can function as either a calcitonin-gene-related peptide (CGRP) receptor or an adrenomedullin receptor, depending on which members of the RAMP family are expressed. In the presence of this (RAMP1) protein, CRLR functions as a CGRP receptor. The RAMP1 protein is involved in the terminal glycosylation, maturation, and presentation of the CGRP receptor to the cell surface. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Apr 2015]"
"CARD6","protein_coding","ENSG00000132357","This gene encodes a protein that contains a caspase recruitment domain (CARD), an antiparallel six-helical bundle that mediates homotypic protein-protein interactions. The encoded protein is a microtubule-associated protein that has been shown to interact with receptor-interacting protein kinases and positively modulate signal transduction pathways converging on activation of the inducible transcription factor NF-kB. [provided by RefSeq, Jul 2008]"
"RIN2","protein_coding","ENSG00000132669","The RAB5 protein is a small GTPase involved in membrane trafficking in the early endocytic pathway. The protein encoded by this gene binds the GTP-bound form of the RAB5 protein preferentially over the GDP-bound form, and functions as a guanine nucleotide exchange factor for RAB5. The encoded protein is found primarily as a tetramer in the cytoplasm and does not bind other members of the RAB family. Mutations in this gene cause macrocephaly alopecia cutis laxa and scoliosis (MACS) syndrome, an elastic tissue disorder, as well as the related connective tissue disorder, RIN2 syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2011]"
"BHMT2","protein_coding","ENSG00000132840","Homocysteine is a sulfur-containing amino acid that plays a crucial role in methylation reactions. Transfer of the methyl group from betaine to homocysteine creates methionine, which donates the methyl group to methylate DNA, proteins, lipids, and other intracellular metabolites. The protein encoded by this gene is one of two methyl transferases that can catalyze the transfer of the methyl group from betaine to homocysteine. Anomalies in homocysteine metabolism have been implicated in disorders ranging from vascular disease to neural tube birth defects such as spina bifida. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2010]"
"SLC39A11","protein_coding","ENSG00000133195","Predicted to enable zinc ion transmembrane transporter activity. Predicted to be involved in zinc ion transmembrane transport. Predicted to be located in Golgi apparatus; nucleus; and plasma membrane. Predicted to be active in membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"GIMAP6","protein_coding","ENSG00000133561","This gene encodes a member of the GTPases of immunity-associated proteins (GIMAP) family. GIMAP proteins contain GTP-binding and coiled-coil motifs, and may play roles in the regulation of cell survival. Decreased expression of this gene may play a role in non-small cell lung cancer. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene, which is found in a cluster with seven additional GIMAP genes on the long arm of chromosome 7. [provided by RefSeq, Sep 2011]"
"IL15RA","protein_coding","ENSG00000134470","This gene encodes a cytokine receptor that specifically binds interleukin 15 (IL15) with high affinity. The receptors of IL15 and IL2 share two subunits, IL2R beta and IL2R gamma. This forms the basis of many overlapping biological activities of IL15 and IL2. The protein encoded by this gene is structurally related to IL2R alpha, an additional IL2-specific alpha subunit necessary for high affinity IL2 binding. Unlike IL2RA, IL15RA is capable of binding IL15 with high affinity independent of other subunits, which suggests distinct roles between IL15 and IL2. This receptor is reported to enhance cell proliferation and expression of apoptosis inhibitor BCL2L1/BCL2-XL and BCL2. Multiple alternatively spliced transcript variants of this gene have been reported.[provided by RefSeq, Apr 2010]"
"LRP4","protein_coding","ENSG00000134569","This gene encodes a member of the low-density lipoprotein receptor-related protein family. The encoded protein may be a regulator of Wnt signaling. Mutations in this gene are associated with Cenani-Lenz syndrome. [provided by RefSeq, May 2010]"
"DTNA","protein_coding","ENSG00000134769","The protein encoded by this gene belongs to the dystrobrevin subfamily of the dystrophin family. This protein is a component of the dystrophin-associated protein complex (DPC), which consists of dystrophin and several integral and peripheral membrane proteins, including dystroglycans, sarcoglycans, syntrophins and alpha- and beta-dystrobrevin. The DPC localizes to the sarcolemma and its disruption is associated with various forms of muscular dystrophy. Mutations in this gene are associated with left ventricular noncompaction with congenital heart defects. Multiple alternatively spliced transcript variants encoding different isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]"
"TES","protein_coding","ENSG00000135269","Cancer-associated chromosomal changes often involve regions containing fragile sites. This gene maps to a commom fragile site on chromosome 7q31.2 designated FRA7G. This gene is similar to mouse Testin, a testosterone-responsive gene encoding a Sertoli cell secretory protein containing three LIM domains. LIM domains are double zinc-finger motifs that mediate protein-protein interactions between transcription factors, cytoskeletal proteins and signaling proteins. This protein is a negative regulator of cell growth and may act as a tumor suppressor. This scaffold protein may also play a role in cell adhesion, cell spreading and in the reorganization of the actin cytoskeleton. Multiple protein isoforms are encoded by transcript variants of this gene.[provided by RefSeq, Mar 2011]"
"AGT","protein_coding","ENSG00000135744","The protein encoded by this gene, pre-angiotensinogen or angiotensinogen precursor, is expressed in the liver and is cleaved by the enzyme renin in response to lowered blood pressure. The resulting product, angiotensin I, is then cleaved by angiotensin converting enzyme (ACE) to generate the physiologically active enzyme angiotensin II. The protein is involved in maintaining blood pressure, body fluid and electrolyte homeostasis, and in the pathogenesis of essential hypertension and preeclampsia. Mutations in this gene are associated with susceptibility to essential hypertension, and can cause renal tubular dysgenesis, a severe disorder of renal tubular development. Defects in this gene have also been associated with non-familial structural atrial fibrillation, and inflammatory bowel disease. [provided by RefSeq, Nov 2019]"
"GLUL","protein_coding","ENSG00000135821","The protein encoded by this gene belongs to the glutamine synthetase family. It catalyzes the synthesis of glutamine from glutamate and ammonia in an ATP-dependent reaction. This protein plays a role in ammonia and glutamate detoxification, acid-base homeostasis, cell signaling, and cell proliferation. Glutamine is an abundant amino acid, and is important to the biosynthesis of several amino acids, pyrimidines, and purines. Mutations in this gene are associated with congenital glutamine deficiency, and overexpression of this gene was observed in some primary liver cancer samples. There are six pseudogenes of this gene found on chromosomes 2, 5, 9, 11, and 12. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]"
"GYPC","protein_coding","ENSG00000136732","Glycophorin C (GYPC) is an integral membrane glycoprotein. It is a minor species carried by human erythrocytes, but plays an important role in regulating the mechanical stability of red cells. A number of glycophorin C mutations have been described. The Gerbich and Yus phenotypes are due to deletion of exon 3 and 2, respectively. The Webb and Duch antigens, also known as glycophorin D, result from single point mutations of the glycophorin C gene. The glycophorin C protein has very little homology with glycophorins A and B. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Feb 2012]"
"TLN1","protein_coding","ENSG00000137076","This gene encodes a cytoskeletal protein that is concentrated in areas of cell-substratum and cell-cell contacts. The encoded protein plays a significant role in the assembly of actin filaments and in spreading and migration of various cell types, including fibroblasts and osteoclasts. It codistributes with integrins in the cell surface membrane in order to assist in the attachment of adherent cells to extracellular matrices and of lymphocytes to other cells. The N-terminus of this protein contains elements for localization to cell-extracellular matrix junctions. The C-terminus contains binding sites for proteins such as beta-1-integrin, actin, and vinculin. [provided by RefSeq, Feb 2009]"
"SLCO2B1","protein_coding","ENSG00000137491","This locus encodes a member of the organic anion-transporting polypeptide family of membrane proteins. The protein encoded by this locus may function in regulation of placental uptake of sulfated steroids. Alternatively spliced transcript variants have been described. [provided by RefSeq, Nov 2010]"
"YAP1","protein_coding","ENSG00000137693","This gene encodes a downstream nuclear effector of the Hippo signaling pathway which is involved in development, growth, repair, and homeostasis. This gene is known to play a role in the development and progression of multiple cancers as a transcriptional regulator of this signaling pathway and may function as a potential target for cancer treatment. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2013]"
"SQOR","protein_coding","ENSG00000137767","The protein encoded by this gene may function in mitochondria to catalyze the conversion of sulfide to persulfides, thereby decreasing toxic concencrations of sulfide. Alternative splicing results in multiple transcript variants that encode the same protein. [provided by RefSeq, Sep 2012]"
"DNA2","protein_coding","ENSG00000138346","This gene encodes a member of the DNA2/NAM7 helicase family. The encoded protein is a conserved helicase/nuclease involved in the maintenance of mitochondrial and nuclear DNA stability. Mutations in this gene are associated with autosomal dominant progressive external ophthalmoplegia-6 (PEOA6) and Seckel syndrome 8. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Sep 2014]"
"RGS3","protein_coding","ENSG00000138835","This gene encodes a member of the regulator of G-protein signaling (RGS) family. This protein is a GTPase-activating protein that inhibits G-protein-mediated signal transduction. Alternative splicing and the use of alternative promoters results in multiple transcript variants encoding different isoforms. Long isoforms are largely cytosolic and plasma membrane-associated with a function in Wnt signaling and in the epithelial mesenchymal transition, while shorter N-terminally-truncated isoforms can be nuclear. [provided by RefSeq, Jan 2013]"
"PARVG","protein_coding","ENSG00000138964","Members of the parvin family, including PARVG, are actin-binding proteins associated with focal contacts.[supplied by OMIM, Aug 2004]"
"SINHCAF","protein_coding","ENSG00000139146","Involved in negative regulation of cell migration. Part of Sin3 complex. [provided by Alliance of Genome Resources, Apr 2022]"
"ESR2","protein_coding","ENSG00000140009","This gene encodes a member of the family of estrogen receptors and superfamily of nuclear receptor transcription factors. The gene product contains an N-terminal DNA binding domain and C-terminal ligand binding domain and is localized to the nucleus, cytoplasm, and mitochondria. Upon binding to 17beta-estradiol or related ligands, the encoded protein forms homo- or hetero-dimers that interact with specific DNA sequences to activate transcription. Some isoforms dominantly inhibit the activity of other estrogen receptor family members. Several alternatively spliced transcript variants of this gene have been described, but the full-length nature of some of these variants has not been fully characterized. [provided by RefSeq, Jul 2008]"
"FAM181A","protein_coding","ENSG00000140067",""
"CMTM3","protein_coding","ENSG00000140931","This gene belongs to the chemokine-like factor gene superfamily, a novel family that is similar to the chemokine and the transmembrane 4 superfamilies of signaling molecules. This gene is one of several chemokine-like factor genes located in a cluster on chromosome 16. Alternatively spliced transcript variants containing different 5' UTRs, but encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]"
"TP53","protein_coding","ENSG00000141510","This gene encodes a tumor suppressor protein containing transcriptional activation, DNA binding, and oligomerization domains. The encoded protein responds to diverse cellular stresses to regulate expression of target genes, thereby inducing cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. Mutations in this gene are associated with a variety of human cancers, including hereditary cancers such as Li-Fraumeni syndrome. Alternative splicing of this gene and the use of alternate promoters result in multiple transcript variants and isoforms. Additional isoforms have also been shown to result from the use of alternate translation initiation codons from identical transcript variants (PMIDs: 12032546, 20937277). [provided by RefSeq, Dec 2016]"
"MAPK4","protein_coding","ENSG00000141639","Mitogen-activated protein kinase 4 is a member of the mitogen-activated protein kinase family. Tyrosine kinase growth factor receptors activate mitogen-activated protein kinases which then translocate into the nucleus and phosphorylate nuclear targets. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014]"
"MOB3C","protein_coding","ENSG00000142961","The protein encoded by this gene is similar to the yeast Mob1 protein. Yeast Mob1 binds Mps1p, a protein kinase essential for spindle pole body duplication and mitotic checkpoint regulation. Alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2008]"
"TBX19","protein_coding","ENSG00000143178","This gene is a member of a phylogenetically conserved family of genes that share a common DNA-binding domain, the T-box. T-box genes encode transcription factors involved in the regulation of developmental processes. Mutations in this gene were found in patients with isolated deficiency of pituitary POMC-derived ACTH, suggesting an essential role for this gene in differentiation of the pituitary POMC lineage. ACTH deficiency is characterized by adrenal insufficiency symptoms such as weight loss, lack of appetite (anorexia), weakness, nausea, vomiting, and low blood pressure. [provided by RefSeq, Jul 2008]"
"SELENBP1","protein_coding","ENSG00000143416","This gene encodes a member of the selenium-binding protein family. Selenium is an essential nutrient that exhibits potent anticarcinogenic properties, and deficiency of selenium may cause certain neurologic diseases. The effects of selenium in preventing cancer and neurologic diseases may be mediated by selenium-binding proteins, and decreased expression of this gene may be associated with several types of cancer. The encoded protein may play a selenium-dependent role in ubiquitination/deubiquitination-mediated protein degradation. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Apr 2012]"
"GABPB2","protein_coding","ENSG00000143458","Enables transcription cis-regulatory region binding activity. Acts upstream of or within positive regulation of transcription by RNA polymerase II. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"TP53BP2","protein_coding","ENSG00000143514","This gene encodes a member of the ASPP (apoptosis-stimulating protein of p53) family of p53 interacting proteins. The protein contains four ankyrin repeats and an SH3 domain involved in protein-protein interactions. It is localized to the perinuclear region of the cytoplasm, and regulates apoptosis and cell growth through interactions with other regulatory molecules including members of the p53 family. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"ITPKB","protein_coding","ENSG00000143772","The protein encoded by this protein regulates inositol phosphate metabolism by phosphorylation of second messenger inositol 1,4,5-trisphosphate to Ins(1,3,4,5)P4. The activity of this encoded protein is responsible for regulating the levels of a large number of inositol polyphosphates that are important in cellular signaling. Both calcium/calmodulin and protein phosphorylation mechanisms control its activity. [provided by RefSeq, Jul 2008]"
"GALM","protein_coding","ENSG00000143891","This gene encodes an enzyme that catalyzes the epimerization of hexose sugars such as glucose and galactose. The encoded protein is expressed in the cytoplasm and has a preference for galactose. The encoded protein may be required for normal galactose metabolism by maintaining the equilibrium of alpha and beta anomers of galactose.[provided by RefSeq, Mar 2009]"
"LYG1","protein_coding","ENSG00000144214","Predicted to enable lysozyme activity. Predicted to be involved in defense response to Gram-positive bacterium. Predicted to be active in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]"
"IL17RD","protein_coding","ENSG00000144730","This gene encodes a membrane protein belonging to the interleukin-17 receptor (IL-17R) protein family. The encoded protein is a component of the interleukin-17 receptor signaling complex, and the interaction between this protein and IL-17R does not require the interleukin. The gene product also affects fibroblast growth factor signaling, inhibiting or stimulating growth through MAPK/ERK signaling. Alternate splicing generates multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jan 2016]"
"LIMD1","protein_coding","ENSG00000144791","Predicted to enable transcription corepressor activity. Involved in several processes, including negative regulation of hippo signaling; regulation of gene expression; and response to hypoxia. Acts upstream of or within P-body assembly and gene silencing by miRNA. Located in several cellular components, including P-body; adherens junction; and focal adhesion. Part of RISC complex. [provided by Alliance of Genome Resources, Apr 2022]"
"PLA1A","protein_coding","ENSG00000144837","The protein encoded by this gene is a phospholipase that hydrolyzes fatty acids at the sn-1 position of phosphatidylserine and 1-acyl-2-lysophosphatidylserine. This secreted protein hydrolyzes phosphatidylserine in liposomes. Three transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, May 2011]"
"USP53","protein_coding","ENSG00000145390","Predicted to enable thiol-dependent deubiquitinase. Predicted to be involved in response to auditory stimulus and sensory perception of sound. Predicted to act upstream of or within action potential and neuron apoptotic process. Predicted to be located in bicellular tight junction. Predicted to be active in cell-cell junction. [provided by Alliance of Genome Resources, Apr 2022]"
"LHFPL2","protein_coding","ENSG00000145685","This gene is a member of the lipoma HMGIC fusion partner (LHFP) gene family, which is a subset of the superfamily of tetraspan transmembrane protein encoding genes. Mutations in one LHFP-like gene result in deafness in humans and mice, and a second LHFP-like gene is fused to a high-mobility group gene in a translocation-associated lipoma. Alternatively spliced transcript variants have been found, but their biological validity has not been determined. [provided by RefSeq, Jul 2008]"
"CYP39A1","protein_coding","ENSG00000146233","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This endoplasmic reticulum protein is involved in the conversion of cholesterol to bile acids. Its substrates include the oxysterols 25-hydroxycholesterol, 27-hydroxycholesterol and 24-hydroxycholesterol. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
"TMEM47","protein_coding","ENSG00000147027","This gene encodes a member of the PMP22/EMP/claudin protein family. The encoded protein is localized to the ER and the plasma membrane. In dogs, transcripts of this gene exist at high levels in the brain. [provided by RefSeq, Jul 2008]"
"RAB41","protein_coding","ENSG00000147127","This gene encodes a small GTP-binding protein that belongs to the largest family within the Ras superfamily. These proteins function as regulators of membrane trafficking. They cycle between inactive GDP-bound and activated GTP-bound states, which is controlled by GTP hydrolysis-activating proteins (GAPs). This family member can be activated by the GAP protein RN-Tre, and it is localized to the Golgi complex. [provided by RefSeq, May 2010]"
"GNRH1","protein_coding","ENSG00000147437","This gene encodes a preproprotein that is proteolytically processed to generate a peptide that is a member of the gonadotropin-releasing hormone (GnRH) family of peptides. Alternative splicing results in multiple transcript variants, at least one of which is secreted and then cleaved to generate gonadoliberin-1 and GnRH-associated peptide 1. Gonadoliberin-1 stimulates the release of luteinizing and follicle stimulating hormones, which are important for reproduction. Mutations in this gene are associated with hypogonadotropic hypogonadism. [provided by RefSeq, Nov 2015]"
"DOCK5","protein_coding","ENSG00000147459","This gene encodes a member of the dedicator of cytokinesis protein family. Members of this family act as guanine nucleotide exchange factors for small Rho family G proteins. The protein encoded by this gene is thought to associate with adaptors CRK and CRKL, and function in regulation of intestinal epithelial cell spreading and migration on collagen IV. Similar proteins in mouse and zebrafish also function in myoblast fusion. [provided by RefSeq, Oct 2016]"
"ITPRIP","protein_coding","ENSG00000148841","This gene encodes a membrane-associated protein that binds the inositol 1,4,5-trisphosphate receptor (ITPR). The encoded protein enhances the sensitivity of ITPR to intracellular calcium signaling. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2012]"
"ADAM12","protein_coding","ENSG00000148848","This gene encodes a member of a family of proteins that are structurally related to snake venom disintegrins and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. Expression of this gene has been used as a maternal serum marker for pre-natal development. Alternative splicing results in multiple transcript variants encoding different isoforms. Shorter isoforms are secreted, while longer isoforms are membrane-bound form. [provided by RefSeq, Jan 2014]"
