entrezgene_id	hgnc_symbol	gene_biotype	ensembl_gene_id	gene_name_kegg
5687	PSMA6	protein_coding	ENSG00000100902	PSMA6; proteasome 20S subunit alpha 6 [KO:K02730] [EC:3.4.25.1]
5688	PSMA7	protein_coding	ENSG00000101182	PSMA7; proteasome 20S subunit alpha 7 [KO:K02731] [EC:3.4.25.1]
5689	PSMB1	lncRNA	ENSG00000281184	PSMB1; proteasome 20S subunit beta 1 [KO:K02732] [EC:3.4.25.1]
5689	PSMB1	protein_coding	ENSG00000008018	PSMB1; proteasome 20S subunit beta 1 [KO:K02732] [EC:3.4.25.1]
5690	PSMB2	protein_coding	ENSG00000126067	PSMB2; proteasome 20S subunit beta 2 [KO:K02734] [EC:3.4.25.1]
5691	PSMB3	protein_coding	ENSG00000275903	PSMB3; proteasome 20S subunit beta 3 [KO:K02735] [EC:3.4.25.1]
5691	PSMB3	protein_coding	ENSG00000277791	PSMB3; proteasome 20S subunit beta 3 [KO:K02735] [EC:3.4.25.1]
5692	PSMB4	protein_coding	ENSG00000159377	PSMB4; proteasome 20S subunit beta 4 [KO:K02736] [EC:3.4.25.1]
5693	PSMB5	protein_coding	ENSG00000100804	PSMB5; proteasome 20S subunit beta 5 [KO:K02737] [EC:3.4.25.1]
5694	PSMB6	protein_coding	ENSG00000142507	PSMB6; proteasome 20S subunit beta 6 [KO:K02738] [EC:3.4.25.1]
5695	PSMB7	protein_coding	ENSG00000136930	PSMB7; proteasome 20S subunit beta 7 [KO:K02739] [EC:3.4.25.1]
5700	PSMC1	protein_coding	ENSG00000100764	PSMC1; proteasome 26S subunit, ATPase 1 [KO:K03062]
5701	PSMC2	protein_coding	ENSG00000161057	PSMC2; proteasome 26S subunit, ATPase 2 [KO:K03061]
5702	PSMC3	protein_coding	ENSG00000165916	PSMC3; proteasome 26S subunit, ATPase 3 [KO:K03065]
5704	PSMC4	protein_coding	ENSG00000281221	PSMC4; proteasome 26S subunit, ATPase 4 [KO:K03063]
5704	PSMC4	protein_coding	ENSG00000013275	PSMC4; proteasome 26S subunit, ATPase 4 [KO:K03063]
5705	PSMC5	protein_coding	ENSG00000087191	PSMC5; proteasome 26S subunit, ATPase 5 [KO:K03066]
5706	PSMC6	protein_coding	ENSG00000100519	PSMC6; proteasome 26S subunit, ATPase 6 [KO:K03064]
5707	PSMD1	protein_coding	ENSG00000173692	PSMD1; proteasome 26S subunit, non-ATPase 1 [KO:K03032]
5708	PSMD2	protein_coding	ENSG00000175166	PSMD2; proteasome 26S subunit ubiquitin receptor, non-ATPase 2 [KO:K03028]
5709	PSMD3	protein_coding	ENSG00000108344	PSMD3; proteasome 26S subunit, non-ATPase 3 [KO:K03033]
5710	PSMD4	protein_coding	ENSG00000159352	PSMD4; proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [KO:K03029]
5713	PSMD7	protein_coding	ENSG00000103035	PSMD7; proteasome 26S subunit, non-ATPase 7 [KO:K03038]
5714	PSMD8	protein_coding	ENSG00000099341	PSMD8; proteasome 26S subunit, non-ATPase 8 [KO:K03031]
5715	PSMD9	protein_coding	ENSG00000110801	PSMD9; proteasome 26S subunit, non-ATPase 9 [KO:K06693]
5717	PSMD11	protein_coding	ENSG00000108671	PSMD11; proteasome 26S subunit, non-ATPase 11 [KO:K03036]
5718	PSMD12	protein_coding	ENSG00000197170	PSMD12; proteasome 26S subunit, non-ATPase 12 [KO:K03035]
5719	PSMD13	protein_coding	ENSG00000185627	PSMD13; proteasome 26S subunit, non-ATPase 13 [KO:K03039]
5743	PTGS2	protein_coding	ENSG00000073756	PTGS2; prostaglandin-endoperoxide synthase 2 [KO:K11987] [EC:1.14.99.1]
5894	RAF1	protein_coding	ENSG00000132155	RAF1; Raf-1 proto-oncogene, serine/threonine kinase [KO:K04366] [EC:2.7.11.1]
5970	RELA	protein_coding	ENSG00000173039	RELA; RELA proto-oncogene, NF-kB subunit [KO:K04735]
6263	RYR3	protein_coding	ENSG00000198838	RYR3; ryanodine receptor 3 [KO:K04963]
6389	SDHA	protein_coding	ENSG00000073578	SDHA; succinate dehydrogenase complex flavoprotein subunit A [KO:K00234] [EC:1.3.5.1]
6390	SDHB	protein_coding	ENSG00000117118	SDHB; succinate dehydrogenase complex iron sulfur subunit B [KO:K00235] [EC:1.3.5.1]
6391	SDHC	protein_coding	ENSG00000143252	SDHC; succinate dehydrogenase complex subunit C [KO:K00236]
6392	SDHD	protein_coding	ENSG00000204370	SDHD; succinate dehydrogenase complex subunit D [KO:K00237]
6622	SNCA	protein_coding	ENSG00000145335	SNCA; synuclein alpha [KO:K04528]
6868	ADAM17	protein_coding	ENSG00000151694	ADAM17; ADAM metallopeptidase domain 17 [KO:K06059] [EC:3.4.24.86]
7124	TNF	protein_coding	ENSG00000228978	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000204490	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000223952	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000228849	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000228321	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000230108	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000206439	TNF; tumor necrosis factor [KO:K03156]
7124	TNF	protein_coding	ENSG00000232810	TNF; tumor necrosis factor [KO:K03156]
7132	TNFRSF1A	protein_coding	ENSG00000067182	TNFRSF1A; TNF receptor superfamily member 1A [KO:K03158]
7186	TRAF2	protein_coding	ENSG00000127191	TRAF2; TNF receptor associated factor 2 [KO:K03173] [EC:2.3.2.27]
7277	TUBA4A	protein_coding	ENSG00000127824	TUBA4A; tubulin alpha 4a [KO:K07374]
7278	TUBA3C	protein_coding	ENSG00000198033	TUBA3C; tubulin alpha 3c [KO:K07374]
7280	TUBB2A	protein_coding	ENSG00000137267	TUBB2A; tubulin beta 2A class IIa [KO:K07375]
7381	UQCRB	protein_coding	ENSG00000156467	UQCRB; ubiquinol-cytochrome c reductase binding protein [KO:K00417]
7384	UQCRC1	protein_coding	ENSG00000010256	UQCRC1; ubiquinol-cytochrome c reductase core protein 1 [KO:K00414]
7385	UQCRC2	protein_coding	ENSG00000140740	UQCRC2; ubiquinol-cytochrome c reductase core protein 2 [KO:K00415]
7386	UQCRFS1	protein_coding	ENSG00000169021	UQCRFS1; ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [KO:K00411] [EC:7.1.1.8]
7388	UQCRH	protein_coding	ENSG00000173660	UQCRH; ubiquinol-cytochrome c reductase hinge protein [KO:K00416]
7416	VDAC1	protein_coding	ENSG00000213585	VDAC1; voltage dependent anion channel 1 [KO:K05862]
7417	VDAC2	protein_coding	ENSG00000165637	VDAC2; voltage dependent anion channel 2 [KO:K15040]
7419	VDAC3	protein_coding	ENSG00000078668	VDAC3; voltage dependent anion channel 3 [KO:K15041]
7471	WNT1	protein_coding	ENSG00000125084	WNT1; Wnt family member 1 [KO:K03209]
7472	WNT2	protein_coding	ENSG00000105989	WNT2; Wnt family member 2 [KO:K00182]
7473	WNT3	protein_coding	ENSG00000277641	WNT3; Wnt family member 3 [KO:K00312]
7473	WNT3	protein_coding	ENSG00000277626	WNT3; Wnt family member 3 [KO:K00312]
7473	WNT3	protein_coding	ENSG00000108379	WNT3; Wnt family member 3 [KO:K00312]
7474	WNT5A	protein_coding	ENSG00000114251	WNT5A; Wnt family member 5A [KO:K00444]
7475	WNT6	protein_coding	ENSG00000115596	WNT6; Wnt family member 6 [KO:K00445]
7476	WNT7A	protein_coding	ENSG00000154764	WNT7A; Wnt family member 7A [KO:K00572]
7477	WNT7B	protein_coding	ENSG00000188064	WNT7B; Wnt family member 7B [KO:K00572]
7478	WNT8A	protein_coding	ENSG00000061492	WNT8A; Wnt family member 8A [KO:K00714]
7479	WNT8B	protein_coding	ENSG00000075290	WNT8B; Wnt family member 8B [KO:K00714]
7480	WNT10B	protein_coding	ENSG00000169884	WNT10B; Wnt family member 10B [KO:K01357]
7481	WNT11	protein_coding	ENSG00000085741	WNT11; Wnt family member 11 [KO:K01384]
7482	WNT2B	protein_coding	ENSG00000134245	WNT2B; Wnt family member 2B [KO:K00182]
7483	WNT9A	protein_coding	ENSG00000143816	WNT9A; Wnt family member 9A [KO:K01064]
7484	WNT9B	protein_coding	ENSG00000276799	WNT9B; Wnt family member 9B [KO:K01064]
7484	WNT9B	protein_coding	ENSG00000158955	WNT9B; Wnt family member 9B [KO:K01064]
7494	XBP1	protein_coding	ENSG00000100219	XBP1; X-box binding protein 1 [KO:K09027]
7846	TUBA1A	protein_coding	ENSG00000167552	TUBA1A; tubulin alpha 1a [KO:K07374]
7855	FZD5	protein_coding	ENSG00000163251	FZD5; frizzled class receptor 5 [KO:K02375]
7922	SLC39A7	protein_coding	ENSG00000229802	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7922	SLC39A7	protein_coding	ENSG00000206288	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7922	SLC39A7	protein_coding	ENSG00000227402	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7922	SLC39A7	protein_coding	ENSG00000226614	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7922	SLC39A7	protein_coding	ENSG00000224399	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7922	SLC39A7	protein_coding	ENSG00000112473	SLC39A7; solute carrier family 39 member 7 [KO:K14713]
7976	FZD3	protein_coding	ENSG00000104290	FZD3; frizzled class receptor 3 [KO:K02329]
7979	SEM1	protein_coding	ENSG00000127922	SEM1; SEM1 26S proteasome subunit [KO:K10881]
8312	AXIN1	protein_coding	ENSG00000103126	AXIN1; axin 1 [KO:K02157]
8313	AXIN2	protein_coding	ENSG00000168646	AXIN2; axin 2 [KO:K04385]
8321	FZD1	protein_coding	ENSG00000157240	FZD1; frizzled class receptor 1 [KO:K02432]
8322	FZD4	protein_coding	ENSG00000174804	FZD4; frizzled class receptor 4 [KO:K02354]
8323	FZD6	protein_coding	ENSG00000164930	FZD6; frizzled class receptor 6 [KO:K02376]
8324	FZD7	protein_coding	ENSG00000155760	FZD7; frizzled class receptor 7 [KO:K02432]
8325	FZD8	protein_coding	ENSG00000177283	FZD8; frizzled class receptor 8 [KO:K02375]
8326	FZD9	protein_coding	ENSG00000188763	FZD9; frizzled class receptor 9 [KO:K02842]
8408	ULK1	protein_coding	ENSG00000177169	ULK1; unc-51 like autophagy activating kinase 1 [KO:K21357] [EC:2.7.11.1]
8471	IRS4	protein_coding	ENSG00000133124	IRS4; insulin receptor substrate 4 [KO:K17446]
8503	PIK3R3	protein_coding	ENSG00000117461	PIK3R3; phosphoinositide-3-kinase regulatory subunit 3 [KO:K02649]
8517	IKBKG	protein_coding	ENSG00000269335	IKBKG; inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [KO:K07210]
8660	IRS2	protein_coding	ENSG00000185950	IRS2; insulin receptor substrate 2 [KO:K07187]
8678	BECN1	protein_coding	ENSG00000126581	BECN1; beclin 1 [KO:K08334]
8772	FADD	protein_coding	ENSG00000168040	FADD; Fas associated via death domain [KO:K02373]
8851	CDK5R1	protein_coding	ENSG00000176749	CDK5R1; cyclin dependent kinase 5 regulatory subunit 1 [KO:K11716]
8883	NAE1	protein_coding	ENSG00000159593	NAE1; NEDD8 activating enzyme E1 subunit 1 [KO:K04532]
9167	COX7A2L	protein_coding	ENSG00000115944	COX7A2L; cytochrome c oxidase subunit 7A2 like [KO:K02270]
9377	COX5A	protein_coding	ENSG00000178741	COX5A; cytochrome c oxidase subunit 5A [KO:K02264]
9451	EIF2AK3	protein_coding	ENSG00000172071	EIF2AK3; eukaryotic translation initiation factor 2 alpha kinase 3 [KO:K08860] [EC:2.7.11.1]
9706	ULK2	protein_coding	ENSG00000083290	ULK2; unc-51 like autophagy activating kinase 2 [KO:K08269] [EC:2.7.11.1]
9776	ATG13	protein_coding	ENSG00000175224	ATG13; autophagy related 13 [KO:K08331]
9821	RB1CC1	protein_coding	ENSG00000023287	RB1CC1; RB1 inducible coiled-coil 1 [KO:K17589]
9861	PSMD6	protein_coding	ENSG00000163636	PSMD6; proteasome 26S subunit, non-ATPase 6 [KO:K03037]
10000	AKT3	protein_coding	ENSG00000275199	AKT3; AKT serine/threonine kinase 3 [KO:K04456] [EC:2.7.11.1]
10000	AKT3	protein_coding	ENSG00000117020	AKT3; AKT serine/threonine kinase 3 [KO:K04456] [EC:2.7.11.1]
10023	FRAT1	protein_coding	ENSG00000165879	FRAT1; FRAT regulator of WNT signaling pathway 1 [KO:K03069]
10105	PPIF	protein_coding	ENSG00000108179	PPIF; peptidylprolyl isomerase F [KO:K09565] [EC:5.2.1.8]
10213	PSMD14	protein_coding	ENSG00000115233	PSMD14; proteasome 26S subunit, non-ATPase 14 [KO:K03030]
10297	APC2	protein_coding	ENSG00000115266	APC2; APC regulator of WNT signaling pathway 2 [KO:K02085]
10313	RTN3	protein_coding	ENSG00000133318	RTN3; reticulon 3 [KO:K20723]
10376	TUBA1B	protein_coding	ENSG00000123416	TUBA1B; tubulin alpha 1b [KO:K07374]
10381	TUBB3	protein_coding	ENSG00000258947	TUBB3; tubulin beta 3 class III [KO:K07375]
10382	TUBB4A	protein_coding	ENSG00000104833	TUBB4A; tubulin beta 4A class IVa [KO:K07375]
10383	TUBB4B	protein_coding	ENSG00000188229	TUBB4B; tubulin beta 4B class IVb [KO:K07375]
10476	ATP5PD	protein_coding	ENSG00000167863	ATP5PD; ATP synthase peripheral stalk subunit d [KO:K02138]
10975	UQCR11	protein_coding	ENSG00000127540	UQCR11; ubiquinol-cytochrome c reductase, complex III subunit XI [KO:K00420]
11047	ADRM1	protein_coding	ENSG00000130706	ADRM1; ADRM1 26S proteasome ubiquitin receptor [KO:K06691]
11211	FZD10	protein_coding	ENSG00000111432	FZD10; frizzled class receptor 10 [KO:K02842]
22863	ATG14	protein_coding	ENSG00000126775	ATG14; autophagy related 14 [KO:K17889]
22926	ATF6	protein_coding	ENSG00000118217	ATF6; activating transcription factor 6 [KO:K09054]
22943	DKK1	protein_coding	ENSG00000107984	DKK1; dickkopf WNT signaling pathway inhibitor 1 [KO:K02165]
23130	ATG2A	protein_coding	ENSG00000110046	ATG2A; autophagy related 2A [KO:K17906]
23236	PLCB1	protein_coding	ENSG00000182621	PLCB1; phospholipase C beta 1 [KO:K05858] [EC:3.1.4.11]
23385	NCSTN	protein_coding	ENSG00000162736	NCSTN; nicastrin [KO:K06171]
23401	FRAT2	protein_coding	ENSG00000181274	FRAT2; FRAT regulator of WNT signaling pathway 2 [KO:K03096]
23516	SLC39A14	protein_coding	ENSG00000104635	SLC39A14; solute carrier family 39 member 14 [KO:K14720]
23621	BACE1	protein_coding	ENSG00000186318	BACE1; beta-secretase 1 [KO:K04521] [EC:3.4.23.46]
25800	SLC39A6	protein_coding	ENSG00000141424	SLC39A6; solute carrier family 39 member 6 [KO:K14712]
25825	BACE2	protein_coding	ENSG00000182240	BACE2; beta-secretase 2 [KO:K07747] [EC:3.4.23.45]
26100	WIPI2	protein_coding	ENSG00000157954	WIPI2; WD repeat domain, phosphoinositide interacting 2 [KO:K17908]
27035	NOX1	protein_coding	ENSG00000007952	NOX1; NADPH oxidase 1 [KO:K08008]
27089	UQCRQ	protein_coding	ENSG00000164405	UQCRQ; ubiquinol-cytochrome c reductase complex III subunit VII [KO:K00418]
27121	DKK4	protein_coding	ENSG00000104371	DKK4; dickkopf WNT signaling pathway inhibitor 4 [KO:K02165]
27123	DKK2	protein_coding	ENSG00000155011	DKK2; dickkopf WNT signaling pathway inhibitor 2 [KO:K02165]
27173	SLC39A1	protein_coding	ENSG00000143570	SLC39A1; solute carrier family 39 member 1 [KO:K14709]
29796	UQCR10	protein_coding	ENSG00000184076	UQCR10; ubiquinol-cytochrome c reductase, complex III subunit X [KO:K00419]
29982	NRBF2	protein_coding	ENSG00000148572	NRBF2; nuclear receptor binding factor 2 [KO:K21246]
29985	SLC39A3	protein_coding	ENSG00000141873	SLC39A3; solute carrier family 39 member 3 [KO:K14709]
29986	SLC39A2	protein_coding	ENSG00000165794	SLC39A2; solute carrier family 39 member 2 [KO:K14709]
30849	PIK3R4	protein_coding	ENSG00000196455	PIK3R4; phosphoinositide-3-kinase regulatory subunit 4 [KO:K08333] [EC:2.7.11.1]
50507	NOX4	protein_coding	ENSG00000086991	NOX4; NADPH oxidase 4 [KO:K21423] [EC:1.6.3.-]
51079	NDUFA13	protein_coding	ENSG00000186010	NDUFA13; NADH:ubiquinone oxidoreductase subunit A13 [KO:K11353]
51107	APH1A	protein_coding	ENSG00000117362	APH1A; aph-1 homolog A, gamma-secretase subunit [KO:K06172]
51384	WNT16	protein_coding	ENSG00000002745	WNT16; Wnt family member 16 [KO:K01558]
51806	CALML5	protein_coding	ENSG00000178372	CALML5; calmodulin like 5 [KO:K02183]
51807	TUBA8	protein_coding	ENSG00000183785	TUBA8; tubulin alpha 8 [KO:K07374]
54205	CYCS	protein_coding	ENSG00000172115	CYCS; cytochrome c, somatic [KO:K08738]
54361	WNT4	protein_coding	ENSG00000162552	WNT4; Wnt family member 4 [KO:K00408]
54539	NDUFB11	protein_coding	ENSG00000147123	NDUFB11; NADH:ubiquinone oxidoreductase subunit B11 [KO:K11351]
55062	WIPI1	protein_coding	ENSG00000070540	WIPI1; WD repeat domain, phosphoinositide interacting 1 [KO:K17908]
55102	ATG2B	protein_coding	ENSG00000066739	ATG2B; autophagy related 2B [KO:K17906]
55334	SLC39A9	protein_coding	ENSG00000029364	SLC39A9; solute carrier family 39 member 9 [KO:K14715]
55626	AMBRA1	protein_coding	ENSG00000110497	AMBRA1; autophagy and beclin 1 regulator 1 [KO:K17985]
55630	SLC39A4	protein_coding	ENSG00000285243	SLC39A4; solute carrier family 39 member 4 [KO:K14710]
55630	SLC39A4	protein_coding	ENSG00000147804	SLC39A4; solute carrier family 39 member 4 [KO:K14710]
55851	PSENEN	protein_coding	ENSG00000205155	PSENEN; presenilin enhancer, gamma-secretase subunit [KO:K06170]
55967	NDUFA12	protein_coding	ENSG00000184752	NDUFA12; NADH:ubiquinone oxidoreductase subunit A12 [KO:K11352]
56901	NDUFA4L2	protein_coding	ENSG00000185633	NDUFA4L2; NDUFA4 mitochondrial complex associated like 2 [KO:K03948]
57142	RTN4	protein_coding	ENSG00000115310	RTN4; reticulon 4 [KO:K20720]
57181	SLC39A10	protein_coding	ENSG00000196950	SLC39A10; solute carrier family 39 member 10 [KO:K14716]
60673	ATG101	protein_coding	ENSG00000123395	ATG101; autophagy related 101 [KO:K19730]
64116	SLC39A8	protein_coding	ENSG00000138821	SLC39A8; solute carrier family 39 member 8 [KO:K14714]
64837	KLC2	protein_coding	ENSG00000174996	KLC2; kinesin light chain 2 [KO:K10407]
79861	TUBAL3	protein_coding	ENSG00000178462	TUBAL3; tubulin alpha like 3 [KO:K07374]
80326	WNT10A	protein_coding	ENSG00000135925	WNT10A; Wnt family member 10A [KO:K01357]
81027	TUBB1	protein_coding	ENSG00000101162	TUBB1; tubulin beta 1 class VI [KO:K07375]
81029	WNT5B	protein_coding	ENSG00000111186	WNT5B; Wnt family member 5B [KO:K00444]
83447	SLC25A31	protein_coding	ENSG00000151475	SLC25A31; solute carrier family 25 member 31 [KO:K05863]
83464	APH1B	protein_coding	ENSG00000138613	APH1B; aph-1 homolog B, gamma-secretase subunit [KO:K06172]
84617	TUBB6	protein_coding	ENSG00000176014	TUBB6; tubulin beta 6 class V [KO:K07375]
84701	COX4I2	protein_coding	ENSG00000131055	COX4I2; cytochrome c oxidase subunit 4I2 [KO:K02263]
84790	TUBA1C	protein_coding	ENSG00000167553	TUBA1C; tubulin alpha 1c [KO:K07374]
89780	WNT3A	protein_coding	ENSG00000154342	WNT3A; Wnt family member 3A [KO:K00312]
89953	KLC4	protein_coding	ENSG00000137171	KLC4; kinesin light chain 4 [KO:K10407]
90550	MCU	protein_coding	ENSG00000156026	MCU; mitochondrial calcium uniporter [KO:K20858]
91252	SLC39A13	protein_coding	ENSG00000165915	SLC39A13; solute carrier family 39 member 13 [KO:K14719]
91860	CALML4	protein_coding	ENSG00000129007	CALML4; calmodulin like 4 [KO:K02183]
112714	TUBA3E	protein_coding	ENSG00000152086	TUBA3E; tubulin alpha 3e [KO:K07374]
113457	TUBA3D	protein_coding	ENSG00000075886	TUBA3D; tubulin alpha 3d [KO:K07374]
122011	CSNK1A1L	protein_coding	ENSG00000180138	CSNK1A1L; casein kinase 1 alpha 1 like [KO:K08957] [EC:2.7.11.1]
125965	COX6B2	protein_coding	ENSG00000160471	COX6B2; cytochrome c oxidase subunit 6B2 [KO:K02267]
126328	NDUFA11	protein_coding	ENSG00000174886	NDUFA11; NADH:ubiquinone oxidoreductase subunit A11 [KO:K03956]
143471	PSMA8	protein_coding	ENSG00000154611	PSMA8; proteasome 20S subunit alpha 8 [KO:K02731] [EC:3.4.25.1]
147700	KLC3	protein_coding	ENSG00000104892	KLC3; kinesin light chain 3 [KO:K10407]
163688	CALML6	protein_coding	ENSG00000169885	CALML6; calmodulin like 6 [KO:K02183]
170712	COX7B2	protein_coding	ENSG00000170516	COX7B2; cytochrome c oxidase subunit 7B2 [KO:K02271]
201266	SLC39A11	protein_coding	ENSG00000282291	SLC39A11; solute carrier family 39 member 11 [KO:K14717]
201266	SLC39A11	protein_coding	ENSG00000133195	SLC39A11; solute carrier family 39 member 11 [KO:K14717]
203068	TUBB	protein_coding	ENSG00000235067	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000224156	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000229684	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000232575	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000232421	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000183311	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000227739	TUBB; tubulin beta class I [KO:K07375]
203068	TUBB	protein_coding	ENSG00000196230	TUBB; tubulin beta class I [KO:K07375]
221074	SLC39A12	protein_coding	ENSG00000148482	SLC39A12; solute carrier family 39 member 12 [KO:K14718]
283106	CSNK2A3	protein_coding	ENSG00000254598	CSNK2A3; casein kinase 2 alpha 3 [KO:K03097] [EC:2.7.11.1]
283375	SLC39A5	protein_coding	ENSG00000139540	SLC39A5; solute carrier family 39 member 5 [KO:K14711]
341947	COX8C	protein_coding	ENSG00000277018	COX8C; cytochrome c oxidase subunit 8C [KO:K02273]
341947	COX8C	protein_coding	ENSG00000187581	COX8C; cytochrome c oxidase subunit 8C [KO:K02273]
347688	TUBB8	protein_coding	ENSG00000261456	TUBB8; tubulin beta 8 class VIII [KO:K07375]
347733	TUBB2B	protein_coding	ENSG00000137285	TUBB2B; tubulin beta 2B class IIb [KO:K07375]
374291	NDUFS7	protein_coding	ENSG00000115286	NDUFS7; NADH:ubiquinone oxidoreductase core subunit S7 [KO:K03940] [EC:7.1.1.2]
440567	UQCRHL	protein_coding	ENSG00000233954	UQCRHL; ubiquinol-cytochrome c reductase hinge protein like [KO:K00416]
441925	BECN2	protein_coding	ENSG00000196289	BECN2; beclin 2 [KO:K08334]
100506742	CASP12	polymorphic_pseudogene	ENSG00000204403	CASP12; caspase 12 (gene/pseudogene) [KO:K04741] [EC:3.4.22.-]
100532726	NDUFC2-KCTD14	protein_coding	ENSG00000259112	NDUFC2-KCTD14; NDUFC2-KCTD14 readthrough [KO:K03968]
102800317	TPTEP2-CSNK1E	protein_coding	ENSG00000283900	TPTEP2-CSNK1E; TPTEP2-CSNK1E readthrough [KO:K08960] [EC:2.7.11.1]
