"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"BCCIP","protein_coding","ENSG00000107949","This gene product was isolated on the basis of its interaction with BRCA2 and p21 proteins. It is an evolutionarily conserved nuclear protein with multiple interacting domains. The N-terminal half shares moderate homology with regions of calmodulin and M-calpain, suggesting that it may also bind calcium. Functional studies indicate that this protein may be an important cofactor for BRCA2 in tumor suppression, and a modulator of CDK2 kinase activity via p21. This protein has also been implicated in the regulation of BRCA2 and RAD51 nuclear focus formation, double-strand break-induced homologous recombination, and cell cycle progression. Multiple transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008]"
"TASOR2","protein_coding","ENSG00000108021","Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"SMC3","protein_coding","ENSG00000108055","This gene belongs to the SMC3 subfamily of SMC proteins. The encoded protein occurs in certain cell types as either an intracellular, nuclear protein or a secreted protein. The nuclear form, known as structural maintenance of chromosomes 3, is a component of the multimeric cohesin complex that holds together sister chromatids during mitosis, enabling proper chromosome segregation. Post-translational modification of the encoded protein by the addition of chondroitin sulfate chains gives rise to the secreted proteoglycan bamacan, an abundant basement membrane protein. [provided by RefSeq, Jul 2008]"
"PBLD","protein_coding","ENSG00000108187","Enables identical protein binding activity. Involved in maintenance of gastrointestinal epithelium; negative regulation of SMAD protein signal transduction; and negative regulation of transforming growth factor beta receptor signaling pathway. Located in cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"TBC1D12","protein_coding","ENSG00000108239","Predicted to enable GTPase activator activity. Predicted to be involved in activation of GTPase activity; intracellular protein transport; and regulation of autophagosome assembly. Predicted to be active in autophagosome and recycling endosome. [provided by Alliance of Genome Resources, Apr 2022]"
"ASPA","protein_coding","ENSG00000108381","This gene encodes an enzyme that catalyzes the conversion of N-acetyl_L-aspartic acid (NAA) to aspartate and acetate. NAA is abundant in the brain where hydrolysis by aspartoacylase is thought to help maintain white matter. This protein is an NAA scavenger in other tissues. Mutations in this gene cause Canavan disease. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2008]"
"RPS6KB1","protein_coding","ENSG00000108443","This gene encodes a member of the ribosomal S6 kinase family of serine/threonine kinases. The encoded protein responds to mTOR (mammalian target of rapamycin) signaling to promote protein synthesis, cell growth, and cell proliferation. Activity of this gene has been associated with human cancer. Alternatively spliced transcript variants have been observed. The use of alternative translation start sites results in isoforms with longer or shorter N-termini which may differ in their subcellular localizations. There are two pseudogenes for this gene on chromosome 17. [provided by RefSeq, Jan 2013]"
"INTS2","protein_coding","ENSG00000108506","INTS2 is a subunit of the Integrator complex, which associates with the C-terminal domain of RNA polymerase II large subunit (POLR2A; MIM 180660) and mediates 3-prime end processing of small nuclear RNAs U1 (RNU1; MIM 180680) and U2 (RNU2; MIM 180690) (Baillat et al., 2005 [PubMed 16239144]).[supplied by OMIM, Mar 2008]"
"MED13","protein_coding","ENSG00000108510","This gene encodes a component of the mediator complex (also known as TRAP, SMCC, DRIP, or ARC), a transcriptional coactivator complex thought to be required for the expression of almost all genes. The mediator complex is recruited by transcriptional activators or nuclear receptors to induce gene expression, possibly by interacting with RNA polymerase II and promoting the formation of a transcriptional pre-initiation complex. The product of this gene is proposed to form a sub-complex with MED12, cyclin C, and CDK8 that can negatively regulate transactivation by mediator. [provided by RefSeq, Jul 2008]"
"CYTH1","protein_coding","ENSG00000108669","The protein encoded by this gene is a member of the PSCD family. Members of this family have identical structural organization that consists of an N-terminal coiled-coil motif, a central Sec7 domain, and a C-terminal pleckstrin homology (PH) domain. The coiled-coil motif is involved in homodimerization, the Sec7 domain contains guanine-nucleotide exchange protein activity, and the PH domain interacts with phospholipids and is responsible for association of PSCDs with membranes. Members of this family appear to mediate the regulation of protein sorting and membrane trafficking. This gene is highly expressed in natural killer and peripheral T cells, and regulates the adhesiveness of integrins at the plasma membrane of lymphocytes. A pseudogene of this gene has been defined on the X chromosome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014]"
"LUC7L3","protein_coding","ENSG00000108848","This gene encodes a protein with an N-terminal half that contains cysteine/histidine motifs and leucine zipper-like repeats, and the C-terminal half is rich in arginine and glutamate residues (RE domain) and arginine and serine residues (RS domain). This protein localizes with a speckled pattern in the nucleus, and could be involved in the formation of splicesome via the RE and RS domains. Two alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Aug 2009]"
"NFKB1","protein_coding","ENSG00000109320","This gene encodes a 105 kD protein which can undergo cotranslational processing by the 26S proteasome to produce a 50 kD protein. The 105 kD protein is a Rel protein-specific transcription inhibitor and the 50 kD protein is a DNA binding subunit of the NF-kappa-B (NFKB) protein complex. NFKB is a transcription regulator that is activated by various intra- and extra-cellular stimuli such as cytokines, oxidant-free radicals, ultraviolet irradiation, and bacterial or viral products. Activated NFKB translocates into the nucleus and stimulates the expression of genes involved in a wide variety of biological functions. Inappropriate activation of NFKB has been associated with a number of inflammatory diseases while persistent inhibition of NFKB leads to inappropriate immune cell development or delayed cell growth. NFKB is a critical regulator of the immediate-early response to viral infection. Alternative splicing results in multiple transcript variants encoding different isoforms, at least one of which is proteolytically processed. [provided by RefSeq, Aug 2020]"
"ELF2","protein_coding","ENSG00000109381","Enables DNA-binding transcription factor activity, RNA polymerase II-specific and sequence-specific double-stranded DNA binding activity. Involved in negative regulation of transcription, DNA-templated; positive regulation of transcription, DNA-templated; and regulation of transcription by RNA polymerase II. Located in cytosol and nuclear body. [provided by Alliance of Genome Resources, Apr 2022]"
"SEPSECS","protein_coding","ENSG00000109618","The amino acid selenocysteine is the only amino acid that does not have its own tRNA synthetase. Instead, this amino acid is synthesized on its cognate tRNA in a three step process. The protein encoded by this gene catalyzes the third step in the process, the conversion of O-phosphoseryl-tRNA(Sec) to selenocysteinyl-tRNA(Sec).[provided by RefSeq, Mar 2011]"
"KMT5B","protein_coding","ENSG00000110066","This gene encodes a protein that contains a SET domain. SET domains appear to be protein-protein interaction domains that mediate interactions with a family of proteins that display similarity with dual-specificity phosphatases (dsPTPases). The function of this gene has not been determined. Several alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2014]"
"PPP6R3","protein_coding","ENSG00000110075","Protein phosphatase regulatory subunits, such as SAPS3, modulate the activity of protein phosphatase catalytic subunits by restricting substrate specificity, recruiting substrates, and determining the intracellular localization of the holoenzyme. SAPS3 is a regulatory subunit for the protein phosphatase-6 catalytic subunit (PPP6C; MIM 612725) (Stefansson and Brautigan, 2006 [PubMed 16769727]).[supplied by OMIM, Nov 2010]"
"BIRC2","protein_coding","ENSG00000110330","The protein encoded by this gene is a member of a family of proteins that inhibits apoptosis by binding to tumor necrosis factor receptor-associated factors TRAF1 and TRAF2, probably by interfering with activation of ICE-like proteases. This encoded protein inhibits apoptosis induced by serum deprivation and menadione, a potent inducer of free radicals. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2012]"
"NUP98","protein_coding","ENSG00000110713","Nuclear pore complexes (NPCs) regulate the transport of macromolecules between the nucleus and cytoplasm, and are composed of many polypeptide subunits, many of which belong to the nucleoporin family. This gene belongs to the nucleoporin gene family and encodes a 186 kDa precursor protein that undergoes autoproteolytic cleavage to generate a 98 kDa nucleoporin and 96 kDa nucleoporin. The 98 kDa nucleoporin contains a Gly-Leu-Phe-Gly (GLGF) repeat domain and participates in many cellular processes, including nuclear import, nuclear export, mitotic progression, and regulation of gene expression. The 96 kDa nucleoporin is a scaffold component of the NPC. Proteolytic cleavage is important for targeting of the proteins to the NPC. Translocations between this gene and many other partner genes have been observed in different leukemias. Rearrangements typically result in chimeras with the N-terminal GLGF domain of this gene to the C-terminus of the partner gene. Alternative splicing results in multiple transcript variants encoding different isoforms, at least two of which are proteolytically processed. Some variants lack the region that encodes the 96 kDa nucleoporin. [provided by RefSeq, Feb 2016]"
"DUSP16","protein_coding","ENSG00000111266","This gene encodes a mitogen-activated protein kinase phosphatase that is a member of the dual specificity protein phosphatase subfamily. These phosphatases inactivate their target kinases by dephosphorylating both the phosphoserine/threonine and phosphotyrosine residues. The encoded protein specifically regulates the c-Jun amino-terminal kinase (JNK) and extracellular signal-regulated kinase (ERK) pathways.[provided by RefSeq, May 2010]"
"NUP107","protein_coding","ENSG00000111581","This gene encodes a member of the nucleoporin family. The protein is localized to the nuclear rim and is an essential component of the nuclear pore complex (NPC). All molecules entering or leaving the nucleus either diffuse through or are actively transported by the NPC. Alternate transcriptional splice variants of this gene have been observed but have not been thoroughly characterized. [provided by RefSeq, Jul 2008]"
"CNOT2","protein_coding","ENSG00000111596","This gene encodes a subunit of the multi-component CCR4-NOT complex. The CCR4-NOT complex regulates mRNA synthesis and degradation and is also thought to be involved in mRNA splicing, transport and localization. The encoded protein interacts with histone deacetylases and functions as a repressor of polymerase II transcription. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Dec 2010]"
"CHD4","protein_coding","ENSG00000111642","The product of this gene belongs to the SNF2/RAD54 helicase family. It represents the main component of the nucleosome remodeling and deacetylase complex and plays an important role in epigenetic transcriptional repression. Patients with dermatomyositis develop antibodies against this protein. Somatic mutations in this gene are associated with serous endometrial tumors. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2014]"
"FRK","protein_coding","ENSG00000111816","The protein encoded by this gene belongs to the TYR family of protein kinases. This tyrosine kinase is a nuclear protein and may function during G1 and S phase of the cell cycle and suppress growth. [provided by RefSeq, Jul 2008]"
"CILK1","protein_coding","ENSG00000112144","Eukaryotic protein kinases are enzymes that belong to a very extensive family of proteins which share a conserved catalytic core common with both serine/threonine and tyrosine protein kinases. This gene encodes an intestinal serine/threonine kinase harboring a dual phosphorylation site found in mitogen-activating protein (MAP) kinases. The protein localizes to the intestinal crypt region and is thought to be important in intestinal epithelial cell proliferation and differentiation. Alternative splicing has been observed at this locus and two variants, encoding the same isoform, have been identified. [provided by RefSeq, Jul 2008]"
"BACH2","protein_coding","ENSG00000112182","Enables sequence-specific double-stranded DNA binding activity. Involved in primary adaptive immune response involving T cells and B cells. Located in cytosol and nucleoplasm. Implicated in immunodeficiency 60. [provided by Alliance of Genome Resources, Apr 2022]"
"FBXL4","protein_coding","ENSG00000112234","This gene encodes a member of the F-box protein family, which are characterized by an approximately 40 amino acid motif, the F-box. F-box proteins constitute one subunit of modular E3 ubiquitin ligase complexes, called SCF complexes, which function in phosphorylation-dependent ubiquitination. The F-box domain mediates protein-protein interactions and binds directly to S-phase kinase-associated protein 1. In addition to an F-box domain, the encoded protein contains at least 9 tandem leucine-rich repeats. The ubiquitin ligase complex containing the encoded protein may function in cell-cycle control by regulating levels of lysine-specific demethylase 4A. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
"SENP6","protein_coding","ENSG00000112701","Ubiquitin-like molecules (UBLs), such as SUMO1 (UBL1; MIM 601912), are structurally related to ubiquitin (MIM 191339) and can be ligated to target proteins in a similar manner as ubiquitin. However, covalent attachment of UBLs does not result in degradation of the modified proteins. SUMO1 modification is implicated in the targeting of RANGAP1 (MIM 602362) to the nuclear pore complex, as well as in stabilization of I-kappa-B-alpha (NFKBIA; MIM 164008) from degradation by the 26S proteasome. Like ubiquitin, UBLs are synthesized as precursor proteins, with 1 or more amino acids following the C-terminal glycine-glycine residues of the mature UBL protein. Thus, the tail sequences of the UBL precursors need to be removed by UBL-specific proteases, such as SENP6, prior to their conjugation to target proteins (Kim et al., 2000 [PubMed 10799485]). SENPs also display isopeptidase activity for deconjugation of SUMO-conjugated substrates (Lima and Reverter, 2008 [PubMed 18799455]).[supplied by OMIM, Jun 2009]"
"PRPF4B","protein_coding","ENSG00000112739","Pre-mRNA splicing occurs in two sequential transesterification steps, and the protein encoded by this gene is thought to be involved in pre-mRNA splicing and in signal transduction. This protein belongs to a kinase family that includes serine/arginine-rich protein-specific kinases and cyclin-dependent kinases (CDKs). This protein is regarded as a CDK-like kinase (Clk) with homology to mitogen-activated protein kinases (MAPKs). [provided by RefSeq, Jul 2008]"
"MAN2A1","protein_coding","ENSG00000112893","This gene encodes a glycosyl hydrolase that localizes to the Golgi and catalyzes the final hydrolytic step in the asparagine-linked oligosaccharide (N-glycan) maturation pathway. Mutations in the mouse homolog of this gene have been shown to cause a systemic autoimmune disease similar to human systemic lupus erythematosus. [provided by RefSeq, Dec 2013]"
"CLK4","protein_coding","ENSG00000113240","The protein encoded by this gene belongs to the CDC2-like protein kinase (CLK) family. This protein kinase can interact with and phosphorylate the serine- and arginine-rich (SR) proteins, which are known to play an important role in the formation of spliceosomes, and thus may be involved in the regulation of alternative splicing. Studies in the Israeli sand rat Psammomys obesus suggested that the ubiquitin-like 5 (UBL5/BEACON), a highly conserved ubiquitin-like protein, may interact with and regulate the activity of this kinase. Multiple alternatively spliced transcript variants have been observed, but the full-length natures of which have not yet been determined. [provided by RefSeq, Jul 2008]"
"PCDHB15","protein_coding","ENSG00000113248","This gene is a member of the protocadherin beta gene cluster, one of three related gene clusters tandemly linked on chromosome five. The gene clusters demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The beta cluster contains 16 genes and 3 pseudogenes, each encoding 6 extracellular cadherin domains and a cytoplasmic tail that deviates from others in the cadherin superfamily. The extracellular domains interact in a homophilic manner to specify differential cell-cell connections. Unlike the alpha and gamma clusters, the transcripts from these genes are made up of only one large exon, not sharing common 3' exons as expected. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins. Their specific functions are unknown but they most likely play a critical role in the establishment and function of specific cell-cell neural connections. [provided by RefSeq, Jul 2008]"
"RNF130","protein_coding","ENSG00000113269","The protein encoded by this gene contains a RING finger motif and is similar to g1, a Drosophila zinc-finger protein that is expressed in mesoderm and involved in embryonic development. The expression of the mouse counterpart was found to be upregulated in myeloblastic cells following IL3 deprivation, suggesting that this gene may regulate growth factor withdrawal-induced apoptosis of myeloid precursor cells. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]"
"SMAD5","protein_coding","ENSG00000113658","The protein encoded by this gene is involved in the transforming growth factor beta signaling pathway that results in an inhibition of the proliferation of hematopoietic progenitor cells. The encoded protein is activated by bone morphogenetic proteins type 1 receptor kinase, and may be involved in cancer. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2014]"
"SMC4","protein_coding","ENSG00000113810","This gene belongs to the 'structural maintenance of chromosomes' (SMC) gene family. Members of this gene family play a role in two changes in chromosome structure during mitotic segregation of chromosomes- chromosome condensation and sister chromatid cohesion. The protein encoded by this gene is likely a subunit of the 13S condensin complex, which is involved in chromosome condensation. A pseudogene related to this gene is located on chromosome 2. [provided by RefSeq, Jun 2016]"
"TBCCD1","protein_coding","ENSG00000113838","Involved in several processes, including maintenance of Golgi location; maintenance of centrosome location; and regulation of cell shape. Located in spindle pole centrosome. [provided by Alliance of Genome Resources, Apr 2022]"
"AMOTL2","protein_coding","ENSG00000114019","Angiomotin is a protein that binds angiostatin, a circulating inhibitor of the formation of new blood vessels (angiogenesis). Angiomotin mediates angiostatin inhibition of endothelial cell migration and tube formation in vitro. The protein encoded by this gene is related to angiomotin and is a member of the motin protein family. Alternative splicing results in multiple transcript variants of this gene. [provided by RefSeq, Jul 2013]"
"FXR1","protein_coding","ENSG00000114416","The protein encoded by this gene is an RNA binding protein that interacts with the functionally-similar proteins FMR1 and FXR2. These proteins shuttle between the nucleus and cytoplasm and associate with polyribosomes, predominantly with the 60S ribosomal subunit. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"CBLB","protein_coding","ENSG00000114423","This gene encodes an E3 ubiquitin-protein ligase which promotes proteosome-mediated protein degradation by transferring ubiquitin from an E2 ubiquitin-conjugating enzyme to a substrate. The encoded protein is involved in the regulation of immune response by limiting T-cell receptor, B-cell receptor, and high affinity immunoglobulin epsilon receptor activation. Studies in mouse suggest that this gene is involved in antifungal host defense and that its inhibition leads to increased fungal killing. Manipulation of this gene may be beneficial in implementing immunotherapies for a variety of conditions, including cancer, autoimmune diseases, allergies, and infections. [provided by RefSeq, Sep 2017]"
"BBX","protein_coding","ENSG00000114439","Enables sequence-specific double-stranded DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to act upstream of or within bone development. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"UMPS","protein_coding","ENSG00000114491","This gene encodes a uridine 5'-monophosphate synthase. The encoded protein is a bifunctional enzyme that catalyzes the final two steps of the de novo pyrimidine biosynthetic pathway. The first reaction is carried out by the N-terminal enzyme orotate phosphoribosyltransferase which converts orotic acid to orotidine-5'-monophosphate. The terminal reaction is carried out by the C-terminal enzyme OMP decarboxylase which converts orotidine-5'-monophosphate to uridine monophosphate. Defects in this gene are the cause of hereditary orotic aciduria. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2010]"
"PEX5L","protein_coding","ENSG00000114757","Enables peroxisome matrix targeting signal-1 binding activity and small GTPase binding activity. Predicted to be involved in protein import into peroxisome matrix, docking and regulation of cAMP-mediated signaling. Predicted to act upstream of or within maintenance of protein location and regulation of membrane potential. Located in cytosol. Part of receptor complex. [provided by Alliance of Genome Resources, Apr 2022]"
"NKTR","protein_coding","ENSG00000114857","This gene encodes a membrane-anchored protein with a hydrophobic amino terminal domain and a cyclophilin-like PPIase domain. It is present on the surface of natural killer cells and facilitates their binding to targets. Its expression is regulated by IL2 activation of the cells. [provided by RefSeq, Jul 2008]"
"INO80D","protein_coding","ENSG00000114933","Predicted to be involved in DNA recombination and DNA repair. Predicted to be located in nucleoplasm. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"KANSL3","protein_coding","ENSG00000114982","Involved in histone H4-K16 acetylation; histone H4-K5 acetylation; and histone H4-K8 acetylation. Located in nucleoplasm. Part of histone acetyltransferase complex. [provided by Alliance of Genome Resources, Apr 2022]"
"PIKFYVE","protein_coding","ENSG00000115020","Phosphorylated derivatives of phosphatidylinositol (PtdIns) regulate cytoskeletal functions, membrane trafficking, and receptor signaling by recruiting protein complexes to cell- and endosomal-membranes. Humans have multiple PtdIns proteins that differ by the degree and position of phosphorylation of the inositol ring. This gene encodes an enzyme (PIKfyve; also known as phosphatidylinositol-3-phosphate 5-kinase type III or PIPKIII) that phosphorylates the D-5 position in PtdIns and phosphatidylinositol-3-phosphate (PtdIns3P) to make PtdIns5P and PtdIns(3,5)biphosphate. The D-5 position also can be phosphorylated by type I PtdIns4P-5-kinases (PIP5Ks) that are encoded by distinct genes and preferentially phosphorylate D-4 phosphorylated PtdIns. In contrast, PIKfyve preferentially phosphorylates D-3 phosphorylated PtdIns. In addition to being a lipid kinase, PIKfyve also has protein kinase activity. PIKfyve regulates endomembrane homeostasis and plays a role in the biogenesis of endosome carrier vesicles from early endosomes. The protein plays a key role in cell entry of ebola virus and SARS-CoV-2 by endocytosis Mutations in this gene cause corneal fleck dystrophy (CFD); an autosomal dominant disorder characterized by numerous small white flecks present in all layers of the corneal stroma. Histologically, these flecks appear to be keratocytes distended with lipid and mucopolysaccharide filled intracytoplasmic vacuoles. [provided by RefSeq, Jul 2021]"
"STAM2","protein_coding","ENSG00000115145","The protein encoded by this gene is closely related to STAM, an adaptor protein involved in the downstream signaling of cytokine receptors, both of which contain a SH3 domain and the immunoreceptor tyrosine-based activation motif (ITAM). Similar to STAM, this protein acts downstream of JAK kinases, and is phosphorylated in response to cytokine stimulation. This protein and STAM thus are thought to exhibit compensatory effects on the signaling pathway downstream of JAK kinases upon cytokine stimulation. [provided by RefSeq, Jul 2008]"
"CLIP4","protein_coding","ENSG00000115295","Predicted to enable microtubule plus-end binding activity. Predicted to be involved in cytoplasmic microtubule organization. Located in intracellular membrane-bounded organelle. [provided by Alliance of Genome Resources, Apr 2022]"
"FANCL","protein_coding","ENSG00000115392","This gene encodes a ubiquitin ligase that is a member of the Fanconi anemia complementation group (FANC). Members of this group are related by their assembly into a common nuclear protein complex rather than by sequence similarity. This gene encodes the protein for complementation group L that mediates monoubiquitination of FANCD2 as well as FANCI. Fanconi anemia is a genetically heterogeneous recessive disorder characterized by cytogenetic instability, hypersensitivity to DNA crosslinking agents, increased chromosomal breakage, and defective DNA repair. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2018]"
"USP34","protein_coding","ENSG00000115464","Enables cysteine-type endopeptidase activity and thiol-dependent deubiquitinase. Involved in positive regulation of canonical Wnt signaling pathway and protein K48-linked deubiquitination. Predicted to be active in cytosol and nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"SF3B1","protein_coding","ENSG00000115524","This gene encodes subunit 1 of the splicing factor 3b protein complex. Splicing factor 3b, together with splicing factor 3a and a 12S RNA unit, forms the U2 small nuclear ribonucleoproteins complex (U2 snRNP). The splicing factor 3b/3a complex binds pre-mRNA upstream of the intron's branch site in a sequence independent manner and may anchor the U2 snRNP to the pre-mRNA. Splicing factor 3b is also a component of the minor U12-type spliceosome. The carboxy-terminal two-thirds of subunit 1 have 22 non-identical, tandem HEAT repeats that form rod-like, helical structures. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
"CNPPD1","protein_coding","ENSG00000115649","Predicted to enable cyclin-dependent protein serine/threonine kinase regulator activity. Predicted to be involved in regulation of cyclin-dependent protein serine/threonine kinase activity. Predicted to be integral component of membrane. Predicted to be part of cyclin-dependent protein kinase holoenzyme complex. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"BIRC6","protein_coding","ENSG00000115760","This gene encodes a protein with a BIR (baculoviral inhibition of apoptosis protein repeat) domain and a UBCc (ubiquitin-conjugating enzyme E2, catalytic) domain. This protein inhibits apoptosis by facilitating the degradation of apoptotic proteins by ubiquitination. [provided by RefSeq, Jul 2008]"
"NOL10","protein_coding","ENSG00000115761","Enables RNA binding activity. Predicted to be involved in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"DCAF17","protein_coding","ENSG00000115827","This gene encodes a nuclear transmembrane protein that associates with cullin 4A/damaged DNA binding protein 1 ubiquitin ligase complex. Mutations in this gene are associated with Woodhouse-Sakati syndrome. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2009]"
"PLCL1","protein_coding","ENSG00000115896","Predicted to enable phospholipase C activity. Predicted to be involved in negative regulation of cold-induced thermogenesis and phosphatidylinositol-mediated signaling. Predicted to act upstream of or within several processes, including gamma-aminobutyric acid signaling pathway; regulation of GABAergic synaptic transmission; and regulation of peptidyl-serine phosphorylation. Predicted to be located in cytoplasm and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"SOS1","protein_coding","ENSG00000115904","This gene encodes a protein that is a guanine nucleotide exchange factor for RAS proteins, membrane proteins that bind guanine nucleotides and participate in signal transduction pathways. GTP binding activates and GTP hydrolysis inactivates RAS proteins. The product of this gene may regulate RAS proteins by facilitating the exchange of GTP for GDP. Mutations in this gene are associated with gingival fibromatosis 1 and Noonan syndrome type 4. [provided by RefSeq, Jul 2008]"
"WIPF1","protein_coding","ENSG00000115935","This gene encodes a protein that plays an important role in the organization of the actin cytoskeleton. The encoded protein binds to a region of Wiskott-Aldrich syndrome protein that is frequently mutated in Wiskott-Aldrich syndrome, an X-linked recessive disorder. Impairment of the interaction between these two proteins may contribute to the disease. Two transcript variants encoding the same protein have been identified for this gene. [provided by RefSeq, Jul 2008]"
"THADA","protein_coding","ENSG00000115970","This gene is the target of 2p21 choromosomal aberrations in benign thyroid adenomas. Single nucleotide polymorphisms (SNPs) in this gene may be associated with type 2 diabetes and polycystic ovary syndrome. The encoded protein is likely involved in the death receptor pathway and apoptosis. [provided by RefSeq, Sep 2016]"
"C2orf42","protein_coding","ENSG00000115998","Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"ALMS1","protein_coding","ENSG00000116127","This gene encodes a protein containing a large tandem-repeat domain as well as additional low complexity regions. The encoded protein functions in microtubule organization, particularly in the formation and maintanance of cilia. Mutations in this gene cause Alstrom syndrome. There is a pseudogene for this gene located adjacent in the same region of chromosome 2. Alternative splice variants have been described but their full length nature has not been determined. [provided by RefSeq, Apr 2014]"
"STXBP3","protein_coding","ENSG00000116266","Enables syntaxin binding activity. Involved in negative regulation of calcium ion-dependent exocytosis; neutrophil degranulation; and platelet aggregation. Located in cytosol; plasma membrane; and secretory granule. Is active in presynapse. [provided by Alliance of Genome Resources, Apr 2022]"
"ERRFI1","protein_coding","ENSG00000116285","ERRFI1 is a cytoplasmic protein whose expression is upregulated with cell growth (Wick et al., 1995 [PubMed 7641805]). It shares significant homology with the protein product of rat gene-33, which is induced during cell stress and mediates cell signaling (Makkinje et al., 2000 [PubMed 10749885]; Fiorentino et al., 2000 [PubMed 11003669]).[supplied by OMIM, Mar 2008]"
"SRSF4","protein_coding","ENSG00000116350","Enables RNA binding activity. Involved in negative regulation of mRNA splicing, via spliceosome. Located in nuclear speck. Biomarker of Down syndrome; acute myeloid leukemia; clear cell renal cell carcinoma; and colon adenocarcinoma. [provided by Alliance of Genome Resources, Apr 2022]"
"RAP1A","protein_coding","ENSG00000116473","This gene encodes a member of the Ras family of small GTPases. The encoded protein undergoes a change in conformational state and activity, depending on whether it is bound to GTP or GDP. This protein is activated by several types of guanine nucleotide exchange factors (GEFs), and inactivated by two groups of GTPase-activating proteins (GAPs). The activation status of the encoded protein is therefore affected by the balance of intracellular levels of GEFs and GAPs. The encoded protein regulates signaling pathways that affect cell proliferation and adhesion, and may play a role in tumor malignancy. Pseudogenes of this gene have been defined on chromosomes 14 and 17. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2014]"
"S100PBP","protein_coding","ENSG00000116497","This gene encodes a protein that was originally identified by its interaction with S100 calcium-binding protein P. Expression of this protein has been reported to be associated with pancreatic ductal adenocarcinoma. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jan 2012]"
"SFPQ","protein_coding","ENSG00000116560","Enables DNA binding activity; histone deacetylase binding activity; and protein homodimerization activity. Involved in several processes, including alternative mRNA splicing, via spliceosome; positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway; and regulation of transcription by RNA polymerase II. Acts upstream of or within double-strand break repair via homologous recombination. Located in chromatin; nuclear matrix; and paraspeckles. [provided by Alliance of Genome Resources, Apr 2022]"
"SWT1","protein_coding","ENSG00000116668","Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"SLC35D1","protein_coding","ENSG00000116704","Glycosylation of cellular glycoconjugates occurs in the endoplasmic reticulum (ER) and Golgi compartment, and requires transport of nucleotide sugars from the cytosol into the lumen of the ER and Golgi by specific transporters. The protein encoded by this gene resides in the ER, and transports both UDP-glucuronic acid (UDP-GlcA) and UDP-N-acetylgalactosamine (UDP-GalNAc) from the cytoplasm to the ER lumen. It may participate in glucuronidation and/or chondroitin sulfate biosynthesis. Mutations in this gene are associated with Schneckenbecken dysplasia.[provided by RefSeq, Sep 2009]"
"RO60","protein_coding","ENSG00000116747","Enables RNA binding activity. Involved in cellular response to interferon-alpha and regulation of gene expression. Located in cytosol and nucleoplasm. Part of ribonucleoprotein complex. [provided by Alliance of Genome Resources, Apr 2022]"
"GNPAT","protein_coding","ENSG00000116906","This gene encodes an enzyme located in the peroxisomal membrane which is essential to the synthesis of ether phospholipids. Mutations in this gene are associated with rhizomelic chondrodysplasia punctata. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2015]"
