"hgnc_symbol","gene_biotype","ensembl_gene_id","description"
"CCSER2","protein_coding","ENSG00000107771","Predicted to enable microtubule binding activity. Predicted to act upstream of or within microtubule bundle formation. Predicted to be located in cytoplasm and microtubule cytoskeleton. [provided by Alliance of Genome Resources, Apr 2022]"
"GTPBP4","protein_coding","ENSG00000107937","GTP-binding proteins are GTPases and function as molecular switches that can flip between two states: active, when GTP is bound, and inactive, when GDP is bound. 'Active' in this context usually means that the molecule acts as a signal to trigger other events in the cell. When an extracellular ligand binds to a G-protein-linked receptor, the receptor changes its conformation and switches on the trimeric G proteins that associate with it by causing them to eject their GDP and replace it with GTP. The switch is turned off when the G protein hydrolyzes its own bound GTP, converting it back to GDP. But before that occurs, the active protein has an opportunity to diffuse away from the receptor and deliver its message for a prolonged period to its downstream target. [provided by RefSeq, Jul 2008]"
"EDRF1","protein_coding","ENSG00000107938","This gene may play a role in erythroid cell differentiation. The encoded protein inhibits DNA binding of the erythroid transcription factor GATA-1 and may regulate the expression of alpha-globin and gamma-globin. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2014]"
"MTPAP","protein_coding","ENSG00000107951","The protein encoded by this gene is a member of the DNA polymerase type-B-like family. This enzyme synthesizes the 3' poly(A) tail of mitochondrial transcripts and plays a role in replication-dependent histone mRNA degradation.[provided by RefSeq, Jan 2011]"
"PPIF","protein_coding","ENSG00000108179","The protein encoded by this gene is a member of the peptidyl-prolyl cis-trans isomerase (PPIase) family. PPIases catalyze the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and accelerate the folding of proteins. This protein is part of the mitochondrial permeability transition pore in the inner mitochondrial membrane. Activation of this pore is thought to be involved in the induction of apoptotic and necrotic cell death. [provided by RefSeq, Jul 2008]"
"KPNB1","protein_coding","ENSG00000108424","Nucleocytoplasmic transport, a signal- and energy-dependent process, takes place through nuclear pore complexes embedded in the nuclear envelope. The import of proteins containing a nuclear localization signal (NLS) requires the NLS import receptor, a heterodimer of importin alpha and beta subunits also known as karyopherins. Importin alpha binds the NLS-containing cargo in the cytoplasm and importin beta docks the complex at the cytoplasmic side of the nuclear pore complex. In the presence of nucleoside triphosphates and the small GTP binding protein Ran, the complex moves into the nuclear pore complex and the importin subunits dissociate. Importin alpha enters the nucleoplasm with its passenger protein and importin beta remains at the pore. Interactions between importin beta and the FG repeats of nucleoporins are essential in translocation through the pore complex. The protein encoded by this gene is a member of the importin beta family. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2013]"
"BLMH","protein_coding","ENSG00000108578","Bleomycin hydrolase (BMH) is a cytoplasmic cysteine peptidase that is highly conserved through evolution; however, the only known activity of the enzyme is metabolic inactivation of the glycopeptide bleomycin (BLM), an essential component of combination chemotherapy regimens for cancer. The protein contains the signature active site residues of the cysteine protease papain superfamily. [provided by RefSeq, Jul 2008]"
"CPD","protein_coding","ENSG00000108582","The metallocarboxypeptidase family of enzymes is divided into 2 subfamilies based on sequence similarities. The pancreatic carboxypeptidase-like and the regulatory B-type carboxypeptidase subfamilies. Carboxypeptidase D has been identified as a regulatory B-type carboxypeptidase. CPD is a homolog of duck gp180, a hepatitis B virus-binding protein. Transcript variants utilizing alternative polyadenylation signals exist for this gene. [provided by RefSeq, Jul 2008]"
"GOSR1","protein_coding","ENSG00000108587","This gene encodes a trafficking membrane protein which transports proteins among the endoplasmic reticulum and the Golgi and between Golgi compartments. This protein is considered an essential component of the Golgi SNAP receptor (SNARE) complex. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"DDX5","protein_coding","ENSG00000108654","This gene encodes a member of the DEAD box family of RNA helicases that are involved in a variety of cellular processes as a result of its role as an adaptor molecule, promoting interactions with a large number of other factors. This protein is involved in pathways that include the alteration of RNA structures, plays a role as a coregulator of transcription, a regulator of splicing, and in the processing of small noncoding RNAs. Members of this family contain nine conserved motifs, including the conserved Asp-Glu-Ala-Asp (DEAD) motif, important to ATP binding and hydrolysis as well as RNA binding and unwinding activities. Dysregulation of this gene may play a role in cancer development. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2017]"
"PSMD11","protein_coding","ENSG00000108671","The 26S proteasome is a multicatalytic proteinase complex with a highly ordered structure composed of 2 complexes, a 20S core and a 19S regulator. The 20S core is composed of 4 rings of 28 non-identical subunits; 2 rings are composed of 7 alpha subunits and 2 rings are composed of 7 beta subunits. The 19S regulator is composed of a base, which contains 6 ATPase subunits and 2 non-ATPase subunits, and a lid, which contains up to 10 non-ATPase subunits. Proteasomes are distributed throughout eukaryotic cells at a high concentration and cleave peptides in an ATP/ubiquitin-dependent process in a non-lysosomal pathway. This gene encodes a member of the proteasome subunit S9 family that functions as a non-ATPase subunit of the 19S regulator and is phosphorylated by AMP-activated protein kinase. Alternatively spliced transcript variants have been observed for this gene. [provided by RefSeq, Jul 2012]"
"LRRC59","protein_coding","ENSG00000108829","Enables RNA binding activity and cadherin binding activity. Predicted to be involved in positive regulation of Ras protein signal transduction and signal transduction. Located in endoplasmic reticulum and mitochondrial nucleoid. [provided by Alliance of Genome Resources, Apr 2022]"
"DCUN1D4","protein_coding","ENSG00000109184","Enables cullin family protein binding activity. Involved in positive regulation of protein neddylation. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"FRG1","protein_coding","ENSG00000109536","This gene maps to a location 100 kb centromeric of the repeat units on chromosome 4q35 which are deleted in facioscapulohumeral muscular dystrophy (FSHD). It is evolutionarily conserved and has related sequences on multiple human chromosomes but DNA sequence analysis did not reveal any homology to known genes. In vivo studies demonstrate the encoded protein is localized to the nucleolus. [provided by RefSeq, Jul 2008]"
"CLCN3","protein_coding","ENSG00000109572","This gene encodes a member of the voltage-gated chloride channel (ClC) family. The encoded protein is present in all cell types and localized in plasma membranes and in intracellular vesicles. It is a multi-pass membrane protein which contains a ClC domain and two additional C-terminal CBS (cystathionine beta-synthase) domains. The ClC domain catalyzes the selective flow of Cl- ions across cell membranes, and the CBS domain may have a regulatory function. This protein plays a role in both acidification and transmitter loading of GABAergic synaptic vesicles, and in smooth muscle cell activation and neointima formation. This protein is required for lysophosphatidic acid (LPA)-activated Cl- current activity and fibroblast-to-myofibroblast differentiation. The protein activity is regulated by Ca(2+)/calmodulin-dependent protein kinase II (CaMKII) in glioma cells. Multiple alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Aug 2011]"
"DHX15","protein_coding","ENSG00000109606","The protein encoded by this gene is a putative ATP-dependent RNA helicase implicated in pre-mRNA splicing. [provided by RefSeq, Jul 2008]"
"SNX15","protein_coding","ENSG00000110025","This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. Overexpression of this gene results in a decrease in the processing of insulin and hepatocyte growth factor receptors to their mature subunits. This decrease is caused by the mislocalization of furin, the endoprotease responsible for cleavage of insulin and hepatocyte growth factor receptors. This protein is involved in endosomal trafficking from the plasma membrane to recycling endosomes or the trans-Golgi network. Alternative splicing results in multiple transcript variants. Read-through transcription also exists between this gene and the upstream ADP-ribosylation factor-like 2 (ARL2) gene. [provided by RefSeq, Dec 2010]"
"OSBP","protein_coding","ENSG00000110048","Oxysterol binding protein is an intracellular protein that is believed to transport sterols from lysosomes to the nucleus where the sterol down-regulates the genes for the LDL receptor, HMG-CoA reductase, and HMG synthetase [provided by RefSeq, Jul 2008]"
"UBE4A","protein_coding","ENSG00000110344","This gene encodes a member of the U-box ubiquitin ligase family. The encoded protein is involved in multiubiquitin chain assembly and plays a critical role in chromosome condensation and separation through the polyubiquitination of securin. Autoantibodies against the encoded protein may be markers for scleroderma and Crohn's disease. A pseudogene of this gene is located on the long arm of chromosome 3. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Feb 2011]"
"DDX6","protein_coding","ENSG00000110367","This gene encodes a member of the DEAD box protein family. The protein is an RNA helicase found in P-bodies and stress granules, and functions in translation suppression and mRNA degradation. It is required for microRNA-induced gene silencing. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Mar 2012]"
"C11orf58","protein_coding","ENSG00000110696",""
"AIP","protein_coding","ENSG00000110711","The protein encoded by this gene is a receptor for aryl hydrocarbons and a ligand-activated transcription factor. The encoded protein is found in the cytoplasm as part of a multiprotein complex, but upon binding of ligand is transported to the nucleus. This protein can regulate the expression of many xenobiotic metabolizing enzymes. Also, the encoded protein can bind specifically to and inhibit the activity of hepatitis B virus. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2014]"
"CORO1C","protein_coding","ENSG00000110880","This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Feb 2013]"
"SLC11A2","protein_coding","ENSG00000110911","This gene encodes a member of the solute carrier family 11 protein family. The product of this gene transports divalent metals and is involved in iron absorption. Mutations in this gene are associated with hypochromic microcytic anemia with iron overload. A related solute carrier family 11 protein gene is located on chromosome 2. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2010]"
"RSRC2","protein_coding","ENSG00000111011","Enables RNA binding activity. [provided by Alliance of Genome Resources, Apr 2022]"
"GPN3","protein_coding","ENSG00000111231","Predicted to enable GTPase activity. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]"
"MDM1","protein_coding","ENSG00000111554","This gene encodes a microtubule-binding nuclear protein that localizes to the centrioles of dividing cells and differentiating multiciliated cells and negatively regulates centriole duplication. The encoded protein is closely associated with the centriole barrel, and resides in the centriole lumen. Naturally-occurring mutations in the orthologous mouse gene are associated with age-related retinal degeneration. [provided by RefSeq, Feb 2019]"
"CPSF6","protein_coding","ENSG00000111605","The protein encoded by this gene is one subunit of a cleavage factor required for 3' RNA cleavage and polyadenylation processing. The interaction of the protein with the RNA is one of the earliest steps in the assembly of the 3' end processing complex and facilitates the recruitment of other processing factors. The cleavage factor complex is composed of four polypeptides. This gene encodes the 68kD subunit. It has a domain organization reminiscent of spliceosomal proteins. [provided by RefSeq, Jul 2008]"
"MRPL51","protein_coding","ENSG00000111639","Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 39S subunit protein. Pseudogenes corresponding to this gene are found on chromosomes 4p and 21q. [provided by RefSeq, Jul 2008]"
"PRKAB1","protein_coding","ENSG00000111725","The protein encoded by this gene is a regulatory subunit of the AMP-activated protein kinase (AMPK). AMPK is a heterotrimer consisting of an alpha catalytic subunit, and non-catalytic beta and gamma subunits. AMPK is an important energy-sensing enzyme that monitors cellular energy status. In response to cellular metabolic stresses, AMPK is activated, and thus phosphorylates and inactivates acetyl-CoA carboxylase (ACC) and beta-hydroxy beta-methylglutaryl-CoA reductase (HMGCR), key enzymes involved in regulating de novo biosynthesis of fatty acid and cholesterol. This subunit may be a positive regulator of AMPK activity. The myristoylation and phosphorylation of this subunit have been shown to affect the enzyme activity and cellular localization of AMPK. This subunit may also serve as an adaptor molecule mediating the association of the AMPK complex. [provided by RefSeq, Jul 2008]"
"HCFC2","protein_coding","ENSG00000111727","This gene encodes one of two proteins which interact with VP16, a herpes simplex virus protein that initiates virus infection. Both the encoded protein and the original Herpes host cell factor interact with VP16 through a beta-propeller domain. The original Herpes host cell factor, however, is effective at initiating viral infection while the encoded protein is not. Transcripts of varying length due to alternative polyadenylation signals have been described. [provided by RefSeq, Jul 2008]"
"TDP2","protein_coding","ENSG00000111802","This gene encodes a member of a superfamily of divalent cation-dependent phosphodiesterases. The encoded protein associates with CD40, tumor necrosis factor (TNF) receptor-75 and TNF receptor associated factors (TRAFs), and inhibits nuclear factor-kappa-B activation. This protein has sequence and structural similarities with APE1 endonuclease, which is involved in both DNA repair and the activation of transcription factors. [provided by RefSeq, Jul 2008]"
"PAK1IP1","protein_coding","ENSG00000111845","Involved in regulation of signal transduction by p53 class mediator and ribosomal large subunit biogenesis. Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"MRPL18","protein_coding","ENSG00000112110","This nuclear gene encodes a protein component of the larger 39S subunit of mitochondrial ribosome. This protein may also aid in the import of nuclear-encoded 5S rRNA into mitochondria. Alternative splicing results in multiple transcript variants, most of which are not predicted to encode a protein. A pseudogene of this gene is found on chromosome 16. [provided by RefSeq, Jan 2016]"
"MDN1","protein_coding","ENSG00000112159","Predicted to enable ATP binding activity. Involved in ribosomal large subunit assembly. Located in cytosol; intermediate filament cytoskeleton; and nuclear lumen. [provided by Alliance of Genome Resources, Apr 2022]"
"SAYSD1","protein_coding","ENSG00000112167","Located in intracellular membrane-bounded organelle. [provided by Alliance of Genome Resources, Apr 2022]"
"ZNF451","protein_coding","ENSG00000112200","Enables SUMO ligase activity and transcription corepressor activity. Involved in negative regulation of nitrogen compound metabolic process; negative regulation of transforming growth factor beta receptor signaling pathway; and protein sumoylation. Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]"
"MED23","protein_coding","ENSG00000112282","The activation of gene transcription is a multistep process that is triggered by factors that recognize transcriptional enhancer sites in DNA. These factors work with co-activators to direct transcriptional initiation by the RNA polymerase II apparatus. The protein encoded by this gene is a subunit of the CRSP (cofactor required for SP1 activation) complex, which, along with TFIID, is required for efficient activation by SP1. This protein is also a component of other multisubunit complexes e.g. thyroid hormone receptor-(TR-) associated proteins which interact with TR and facilitate TR function on DNA templates in conjunction with initiation factors and cofactors. This protein also acts as a metastasis suppressor. Several alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2012]"
"ARFGEF3","protein_coding","ENSG00000112379","Predicted to enable guanyl-nucleotide exchange factor activity. Predicted to be involved in actin cytoskeleton organization. Predicted to be located in transport vesicle membrane. Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"TBP","protein_coding","ENSG00000112592","Initiation of transcription by RNA polymerase II requires the activities of more than 70 polypeptides. The protein that coordinates these activities is transcription factor IID (TFIID), which binds to the core promoter to position the polymerase properly, serves as the scaffold for assembly of the remainder of the transcription complex, and acts as a channel for regulatory signals. TFIID is composed of the TATA-binding protein (TBP) and a group of evolutionarily conserved proteins known as TBP-associated factors or TAFs. TAFs may participate in basal transcription, serve as coactivators, function in promoter recognition or modify general transcription factors (GTFs) to facilitate complex assembly and transcription initiation. This gene encodes TBP, the TATA-binding protein. A distinctive feature of TBP is a long string of glutamines in the N-terminus. This region of the protein modulates the DNA binding activity of the C terminus, and modulation of DNA binding affects the rate of transcription complex formation and initiation of transcription. The number of CAG repeats encoding the polyglutamine tract is usually 25-42, and expansion of the number of repeats to 45-66 increases the length of the polyglutamine string and is associated with spinocerebellar ataxia 17, a neurodegenerative disorder classified as a polyglutamine disease. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2016]"
"FAF2","protein_coding","ENSG00000113194","The protein encoded by this gene is highly expressed in peripheral blood of patients with atopic dermatitis (AD), compared to normal individuals. It may play a role in regulating the resistance to apoptosis that is observed in T cells and eosinophils of AD patients. [provided by RefSeq, Jul 2008]"
"CLINT1","protein_coding","ENSG00000113282","This gene encodes a protein with similarity to the epsin family of endocytic adapter proteins. The encoded protein interacts with clathrin, the adapter protein AP-1 and phosphoinositides. This protein may be involved in the formation of clathrin coated vesicles and trafficking between the trans-Golgi network and endosomes. Mutations in this gene are associated with a susceptibility to schizophrenia and psychotic disorders. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Sep 2010]"
"RAD50","protein_coding","ENSG00000113522","The protein encoded by this gene is highly similar to Saccharomyces cerevisiae Rad50, a protein involved in DNA double-strand break repair. This protein forms a complex with MRE11 and NBS1. The protein complex binds to DNA and displays numerous enzymatic activities that are required for nonhomologous joining of DNA ends. This protein, cooperating with its partners, is important for DNA double-strand break repair, cell cycle checkpoint activation, telomere maintenance, and meiotic recombination. Knockout studies of the mouse homolog suggest this gene is essential for cell growth and viability. Mutations in this gene are the cause of Nijmegen breakage syndrome-like disorder.[provided by RefSeq, Apr 2010]"
"C5orf15","protein_coding","ENSG00000113583","Predicted to be integral component of membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"PPWD1","protein_coding","ENSG00000113593","Enables cyclosporin A binding activity and peptidyl-prolyl cis-trans isomerase activity. Involved in protein peptidyl-prolyl isomerization. Located in nuclear body. Part of catalytic step 2 spliceosome. [provided by Alliance of Genome Resources, Apr 2022]"
"TXNDC15","protein_coding","ENSG00000113621","This gene encodes a member of the thioredoxin superfamily. Members of this family are characterized by a conserved active motif called the thioredoxin fold that catalyzes disulfide bond formation and isomerization. [provided by RefSeq, Apr 2017]"
"MACROH2A1","protein_coding","ENSG00000113648","Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. Nucleosomes consist of approximately 146 bp of DNA wrapped around a histone octamer composed of pairs of each of the four core histones (H2A, H2B, H3, and H4). The chromatin fiber is further compacted through the interaction of a linker histone, H1, with the DNA between the nucleosomes to form higher order chromatin structures. This gene encodes a replication-independent histone that is a member of the histone H2A family. It replaces conventional H2A histones in a subset of nucleosomes where it represses transcription and participates in stable X chromosome inactivation. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2015]"
"CSNK1A1","protein_coding","ENSG00000113712","Enables protein serine/threonine kinase activity. Involved in several processes, including negative regulation of canonical Wnt signaling pathway; peptidyl-serine phosphorylation; and positive regulation of proteasomal ubiquitin-dependent protein catabolic process. Located in centrosome; cytosol; and nuclear speck. Part of beta-catenin destruction complex. Colocalizes with keratin filament and mRNA cleavage and polyadenylation specificity factor complex. Biomarker of Alzheimer's disease and inclusion body myositis. [provided by Alliance of Genome Resources, Apr 2022]"
"PDCD10","protein_coding","ENSG00000114209","This gene encodes an evolutionarily conserved protein associated with cell apoptosis. The protein interacts with the serine/threonine protein kinase MST4 to modulate the extracellular signal-regulated kinase (ERK) pathway. It also interacts with and is phosphoryated by serine/threonine kinase 25, and is thought to function in a signaling pathway essential for vascular developent. Mutations in this gene are one cause of cerebral cavernous malformations, which are vascular malformations that cause seizures and cerebral hemorrhages. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]"
"PRKAR2A","protein_coding","ENSG00000114302","cAMP is a signaling molecule important for a variety of cellular functions. cAMP exerts its effects by activating the cAMP-dependent protein kinase, which transduces the signal through phosphorylation of different target proteins. The inactive kinase holoenzyme is a tetramer composed of two regulatory and two catalytic subunits. cAMP causes the dissociation of the inactive holoenzyme into a dimer of regulatory subunits bound to four cAMP and two free monomeric catalytic subunits. Four different regulatory subunits and three catalytic subunits have been identified in humans. The protein encoded by this gene is one of the regulatory subunits. This subunit can be phosphorylated by the activated catalytic subunit. It may interact with various A-kinase anchoring proteins and determine the subcellular localization of cAMP-dependent protein kinase. This subunit has been shown to regulate protein transport from endosomes to the Golgi apparatus and further to the endoplasmic reticulum (ER). [provided by RefSeq, Jul 2008]"
"TFG","protein_coding","ENSG00000114354","There are several documented fusion oncoproteins encoded partially by this gene. This gene also participates in several oncogenic rearrangements resulting in anaplastic lymphoma and mixoid chondrosarcoma, and may play a role in the NF-kappaB pathway. Multiple transcript variants have been found for this gene. [provided by RefSeq, Sep 2010]"
"SNX4","protein_coding","ENSG00000114520","This gene encodes a member of the sorting nexin family. Members of this family contain a phox (PX) domain, which is a phosphoinositide binding domain, and are involved in intracellular trafficking. This protein associated with the long isoform of the leptin receptor and with receptor tyrosine kinases for platelet-derived growth factor, insulin, and epidermal growth factor in cell cultures, but its function is unknown. This protein may form oligomeric complexes with family members. Two transcript variants, one protein coding and the other non-protein coding, have been found for this gene. [provided by RefSeq, Nov 2012]"
"WDR48","protein_coding","ENSG00000114742","The protein encoded by this gene has been shown to interact with ubiquitin specific peptidase 1 (USP1), activating the deubiquitinating activity of USP1 and allowing it to remove the ubiquitin moiety from monoubiquitinated FANCD2. FANCD2 is ubiquitinated in response to DNA damage. [provided by RefSeq, Sep 2016]"
"PPM1G","protein_coding","ENSG00000115241","The protein encoded by this gene is a member of the PP2C family of Ser/Thr protein phosphatases. PP2C family members are known to be negative regulators of cell stress response pathways. This phosphatase is found to be responsible for the dephosphorylation of Pre-mRNA splicing factors, which is important for the formation of functional spliceosome. Studies of a similar gene in mice suggested a role of this phosphatase in regulating cell cycle progression. [provided by RefSeq, Apr 2010]"
"WDR75","protein_coding","ENSG00000115368","Enables RNA binding activity. Involved in positive regulation of rRNA processing and positive regulation of transcription by RNA polymerase I. Located in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]"
"UNC50","protein_coding","ENSG00000115446","Predicted to enable RNA binding activity. Predicted to be involved in protein localization to cell surface. Predicted to be located in Golgi apparatus and nuclear inner membrane. Predicted to be integral component of Golgi membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"ST3GAL5","protein_coding","ENSG00000115525","Ganglioside GM3 is known to participate in the induction of cell differentiation, modulation of cell proliferation, maintenance of fibroblast morphology, signal transduction, and integrin-mediated cell adhesion. The protein encoded by this gene is a type II membrane protein which catalyzes the formation of GM3 using lactosylceramide as the substrate. The encoded protein is a member of glycosyltransferase family 29 and may be localized to the Golgi apparatus. Mutation in this gene has been associated with Amish infantile epilepsy syndrome. Transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
"PDCL3","protein_coding","ENSG00000115539","This gene encodes a member of the phosducin-like protein family and is a putative modulator of heterotrimeric G proteins. The protein shares extensive amino acid sequence homology with phosducin. Members of the phosducin-like protein family have been shown to bind to the beta-gamma subunits of G proteins. [provided by RefSeq, Jul 2008]"
"GORASP2","protein_coding","ENSG00000115806","This gene encodes a member of the Golgi reassembly stacking protein family. These proteins may play a role in the stacking of Golgi cisternae and Golgi ribbon formation, as well as Golgi fragmentation during apoptosis or mitosis. The encoded protein also plays a role in the intracellular transport of transforming growth factor alpha and may function as a molecular chaperone. A pseudogene of this gene is located on the short arm of chromosome 2. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2011]"
"STRN","protein_coding","ENSG00000115808","Enables armadillo repeat domain binding activity; estrogen receptor binding activity; and protein phosphatase 2A binding activity. Involved in Wnt signaling pathway and negative regulation of cell population proliferation. Located in bicellular tight junction. Part of FAR/SIN/STRIPAK complex. [provided by Alliance of Genome Resources, Apr 2022]"
"ORC2","protein_coding","ENSG00000115942","The origin recognition complex (ORC) is a highly conserved six subunits protein complex essential for the initiation of the DNA replication in eukaryotic cells. Studies in yeast demonstrated that ORC binds specifically to origins of replication and serves as a platform for the assembly of additional initiation factors such as Cdc6 and Mcm proteins. The protein encoded by this gene is a subunit of the ORC complex. This protein forms a core complex with ORC3, -4, and -5. It also interacts with CDC45 and MCM10, which are proteins known to be important for the initiation of DNA replication. This protein has been demonstrated to specifically associate with the origin of replication of Epstein-Barr virus in human cells, and is thought to be required for DNA replication from viral origin of replication. Alternatively spliced transcript variants have been found, one of which is a nonsense-mediated mRNA decay candidate. [provided by RefSeq, Oct 2010]"
"PNO1","protein_coding","ENSG00000115946","Enables RNA binding activity. Located in nucleolus and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]"
"MSH6","protein_coding","ENSG00000116062","This gene encodes a member of the DNA mismatch repair MutS family. In E. coli, the MutS protein helps in the recognition of mismatched nucleotides prior to their repair. A highly conserved region of approximately 150 aa, called the Walker-A adenine nucleotide binding motif, exists in MutS homologs. The encoded protein heterodimerizes with MSH2 to form a mismatch recognition complex that functions as a bidirectional molecular switch that exchanges ADP and ATP as DNA mismatches are bound and dissociated. Mutations in this gene may be associated with hereditary nonpolyposis colon cancer, colorectal cancer, and endometrial cancer. Transcripts variants encoding different isoforms have been described. [provided by RefSeq, Jul 2013]"
"TMEM59","protein_coding","ENSG00000116209","This gene encodes a protein shown to regulate autophagy in response to bacterial infection. This protein may also regulate the retention of amyloid precursor protein (APP) in the Golgi apparatus through its control of APP glycosylation. Overexpression of this protein has been found to promote apoptosis in a glioma cell line. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2015]"
"ICMT","protein_coding","ENSG00000116237","This gene encodes the third of three enzymes that posttranslationally modify isoprenylated C-terminal cysteine residues in certain proteins and target those proteins to the cell membrane. This enzyme localizes to the endoplasmic reticulum. Alternative splicing may result in other transcript variants, but the biological validity of those transcripts has not been determined. [provided by RefSeq, Jul 2008]"
"EDEM3","protein_coding","ENSG00000116406","Quality control in the endoplasmic reticulum (ER) ensures that only properly folded proteins are retained in the cell through recognition and degradation of misfolded or unassembled proteins. EDEM3 belongs to a group of proteins that accelerate degradation of misfolded glycoproteins in the ER (Hirao et al., 2006 [PubMed 16431915]).[supplied by OMIM, Mar 2008]"
"WDR77","protein_coding","ENSG00000116455","The protein encoded by this gene is an androgen receptor coactivator that forms a complex with protein arginine methyltransferase 5, which modifies specific arginines to dimethylarginines in several spliceosomal Sm proteins. The encoded protein may be involved in the early stages of prostate cancer, with most of the protein being nuclear-localized in benign cells but cytoplasmic in cancer cells. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2015]"
"CAPZA1","protein_coding","ENSG00000116489","CAPZA1 is a member of the F-actin capping protein alpha subunit family. This gene encodes the alpha subunit of the barbed-end actin binding protein.  The protein regulates growth of the actin filament by capping the barbed end of growing actin filaments. [provided by RefSeq, Jul 2008]"
"RNF19B","protein_coding","ENSG00000116514","This gene encodes a multi-pass membrane protein containing two RING-type and one IBR-type zinc finger motifs. The encoded protin is an E3 ubiquitin-protein ligase that plays a role in the cytotoxic effects of natural killer (NK) cells. Alternative splicing results in multiple transcript variants. There are pseudogenes for this gene on chromosomes X and Y in a possible pseudoautosomal region. [provided by RefSeq, Jul 2014]"
"ASH1L","protein_coding","ENSG00000116539","This gene encodes a member of the trithorax group of transcriptional activators. The protein contains four AT hooks, a SET domain, a PHD-finger motif, and a bromodomain. It is localized to many small speckles in the nucleus, and also to cell-cell tight junctions. [provided by RefSeq, Jul 2008]"
"ARHGEF2","protein_coding","ENSG00000116584","Rho GTPases play a fundamental role in numerous cellular processes that are initiated by extracellular stimuli that work through G protein coupled receptors. The encoded protein may form complex with G proteins and stimulate rho-dependent signals. Alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, Jun 2009]"
"KIAA2013","protein_coding","ENSG00000116685","Located in membrane. [provided by Alliance of Genome Resources, Apr 2022]"
"SMG7","protein_coding","ENSG00000116698","This gene encodes a protein that is essential for nonsense-mediated mRNA decay (NMD); a process whereby transcripts with premature termination codons are targeted for rapid degradation by a mRNA decay complex. The mRNA decay complex consists, in part, of this protein along with proteins SMG5 and UPF1. The N-terminal domain of this protein is thought to mediate its association with SMG5 or UPF1 while the C-terminal domain interacts with the mRNA decay complex. This protein may therefore couple changes in UPF1 phosphorylation state to the degradation of NMD-candidate transcripts. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Aug 2011]"
